FeatureEn	FeatureIt	FeatureTypeCoarse	FeatureTypeGranular	TotCountBlind	TotCountSighted	ConceptCountBlind	ConceptCountSighted	NegatedCountBlind	NegatedPercentageBlind	NegatedCountSighted	NegatedPercentageSighted	DistinguishingBlind	DistinguishingSighted	DistinctivenessBlind	DistinctivenessSighted
smooth	liscio:raso	ppe	ppe	17	12	5	2	0	0.0	0	0.0	ND	D	0.200	0.500
snack	spuntino:merenda:snack	eco:tim	eco:tim	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
snow	neve	eco	eco	4	9	1	1	0	0.0	0	0.0	D	D	1.000	1.000
sociable	socievole	pnp	pnp	0	7	0	1	NA	NA	0	0.0	NA	D	NA	1.000
social	sociale	pnp:spa:eco	pnp:spa:eco	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
society	società	eab:spa	eab:spa	7	6	1	2	0	0.0	0	0.0	D	D	1.000	0.500
soft	morbido:leggero:tenue:soffice	ppe	ppe	14	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
soft(_water)	dolce	ppe	ppe	4	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
soft_drink	non_alcolico:analcolico	ppe:eco	ppe:eco	0	2	0	1	NA	NA	1	50.0	NA	D	NA	1.000
softly	leggermente:piano:morbidamente	man	man	4	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
soil	terra	spa:par	spa:mer	0	6	0	1	NA	NA	0	0.0	NA	D	NA	1.000
solemn	solenne	pnp	pnp	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
solidarity	solidarietà	eab:pnp	eab:pnp	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
some	certo	qua	qua	7	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
some_cases	alcuni_casi:certi_casi	qua	qua	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
somehow	qualche_modo	man:eab	man:eab	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
someone	qualcuno	eco:spa:eab	eco:spa:eab	95	73	25	17	0	0.0	0	0.0	ND	ND	0.040	0.059
someone_else	qualcun_altro	eco	eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
something	qualcosa	eco:eab:isa:spa	eco:eab:isa:spa	242	207	31	29	0	0.0	0	0.0	ND	ND	0.032	0.034
sometimes	a_volte:ogni_tanto:alcune_volte	tim:qua	tim:qua	12	16	1	1	0	0.0	0	0.0	D	D	1.000	1.000
song	canzone:canto	eco:eab	eco:eab	8	8	2	1	0	0.0	0	0.0	D	D	0.500	1.000
sorrel	sauro	tax	exa	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
sort	sorta:specie	eab:pnp:isa	eab:pnp:isa	10	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
soul	animo:anima:soul	eab:par:spa:eco	eab:mer:spa:eco	8	15	2	4	0	0.0	0	0.0	D	ND	0.500	0.250
sound	suono	eco:isa	eco:isa	30	26	4	4	0	0.0	0	0.0	ND	ND	0.250	0.250
sour	aspro	ppe	ppe	6	11	1	4	0	0.0	0	0.0	D	ND	1.000	0.250
south_america	sud_america	spa	spa	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
south_pole	polo_sud	spa	spa	0	8	0	1	NA	NA	0	0.0	NA	D	NA	1.000
space	spazio:sede	isa:eco:spa:par	isa:eco:spa:mer	15	0	3	0	0	0.0	NA	NA	ND	NA	0.333	NA
special	speciale:apposito	ppe:pnp:man:spa	ppe:pnp:man:spa	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
specific	specifico	pnp:man	pnp:man	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
speech	discorso	eco:isa	eco:isa	0	6	0	1	NA	NA	0	0.0	NA	D	NA	1.000
speed	velocità:rapidità	eab:eco:pnp	eab:eco:pnp	3	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
spherical	sferico	ppe	ppe	0	9	0	3	NA	NA	0	0.0	NA	ND	NA	0.333
spontaneous	spontaneo	man:ppe:pnp	man:ppe:pnp	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
sport	sport	eco:spa:tax:eab	eco:spa:exa:eab	8	13	2	2	0	0.0	0	0.0	D	D	0.500	0.500
sports	sportivo	tax:pnp:eco	exa:pnp:eco	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
spot	macchia:chiazza	ppe:par	ppe:mer	0	9	0	2	NA	NA	0	0.0	NA	D	NA	0.500
spotted	maculato:chiazzato	ppe	ppe	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
spring	primavera	tim:eco	tim:eco	6	6	2	1	0	0.0	0	0.0	D	D	0.500	1.000
standing	in_piedi	man	man	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
star	a_stella	tax	exa	6	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
starch	amido	par	mer	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
state	stato	eab:isa:eco:spa:tax	eab:isa:eco:spa:exa	9	18	2	4	0	0.0	0	0.0	D	ND	0.500	0.250
statement	affermazione	eco:isa:eab	eco:isa:eab	4	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
station	stazione	spa	spa	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
stealthily	di_soppiatto	man	man	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
steam	a_vapore:vapore	tax:eco	exa:eco	2	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
steel	acciaio	par	mad	0	6	0	2	NA	NA	0	0.0	NA	D	NA	0.500
steep	ripido:ripida	ppe	ppe	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
steering_wheel	volante:sterzo	par:ppe	mer:ppe	5	7	1	1	0	0.0	0	0.0	D	D	1.000	1.000
stem	gambo:stelo:fusto	par	mer	5	5	1	2	0	0.0	0	0.0	D	D	1.000	0.500
stew	spezzatino:umido	spa:eco	spa:eco	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
stomach	stomaco	eco	eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
stone	sasso:pietra:nocciolo	par:eco	mad:mer:eco	12	9	2	1	0	0.0	0	0.0	D	D	0.500	1.000
story	racconto	eco	eco	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
strength	forza	man:eab:ppe:isa:eva	man:eab:ppe:isa:eva	14	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
strip	striscia:riga:lembo	ppe:isa	ppe:isa	9	18	1	1	0	0.0	0	0.0	D	D	1.000	1.000
striped	striato:tigrato	ppe	ppe	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
strong	forte:spiccata	ppe:pnp:eva:isa	ppe:pnp:eva:isa	21	11	5	3	0	0.0	0	0.0	ND	ND	0.200	0.333
structure	struttura	isa:par:eco	isa:mer:eco	0	6	0	1	NA	NA	0	0.0	NA	D	NA	1.000
studio_flat	monolocale	tax	exa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
stuff	roba:generi	eco	eco	0	6	0	2	NA	NA	0	0.0	NA	D	NA	0.500
stuffing	ripieno	eco:tax:man	eco:man:exa	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
suffering	sofferenza	eab	eab	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
sugar	zucchero	eco:par	eco:mer	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
sugary	zuccherino	ppe	ppe	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
summer	estate:estivo:stagione_estiva	tim:eco:eab	tim:eco:eab	35	42	7	8	0	0.0	0	0.0	ND	ND	0.143	0.125
superior	superiore	pnp:spa:ppe:eab	pnp:spa:ppe:eab	7	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
supermarket	supermercato	spa:tax	spa:exa	3	8	1	2	0	0.0	0	0.0	D	D	1.000	0.500
supply	alimentazione:provvista	eab:eco	eab:eco	6	10	2	2	0	0.0	0	0.0	D	D	0.500	0.500
support	supporto	spa:par	spa:mer	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
suspect	sospetto	eab:man	eab:man	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
sweet	dolce	ppe:pnp:eva:eco	ppe:pnp:eva:eco	32	33	7	5	0	0.0	0	0.0	ND	ND	0.143	0.200
sweetish	dolciastro	ppe	ppe	9	4	2	1	0	0.0	0	0.0	D	D	0.500	1.000
sweetness	dolcezza	man:eab	man:eab	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
swimmer	nuotatore	pnp:isa:eco	pnp:isa:eco	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
symbol	simbolo	isa:eco:eab	isa:eco:eab	0	6	0	1	NA	NA	0	0.0	NA	D	NA	1.000
system	sistema:regime:metodo	eco:eab:isa	eco:eab:isa	7	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
tabby	soriano	tax	exa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
table	tavolo	spa:par:eco	spa:mer:eco	22	22	6	5	0	0.0	0	0.0	ND	ND	0.167	0.200
tactile	tattile	ppe:eco:pnp	ppe:eco:pnp	0	4	0	2	NA	NA	0	0.0	NA	D	NA	0.500
tail	coda	par:ppe	mer:ppe	12	30	3	5	0	0.0	0	0.0	ND	ND	0.333	0.200
tame	domestico	spa:pnp:isa	spa:pnp:isa	23	31	3	3	0	0.0	0	0.0	ND	ND	0.333	0.333
tank	serbatoio	par	mer	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
tanker	petroliere:petroliera	tax	exa	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
tanning	abbronzante	ppe	ppe	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
taste	gusto	eab:ppe	eab:ppe	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
tasty	gustoso:saporito:saporita	ppe:eva:pnp	ppe:eva:pnp	6	11	2	2	0	0.0	0	0.0	D	D	0.500	0.500
teacher	professore:maestra:insegnante:docente	eco	eco	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
technology	tecnologia	eab:pnp:eco	eab:pnp:eco	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
television	televisione	spa:eco	spa:eco	0	7	0	2	NA	NA	0	0.0	NA	D	NA	0.500
tender	tenero	ppe	ppe	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
tenderness	tenerezza	eab:eva	eab:eva	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
tension	tensione	eab:eco	eab:eco	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
term	termine	isa:eab	isa:eab	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
territory	territorio	spa:isa:eco:par	spa:isa:eco:hol	8	5	2	2	0	0.0	0	0.0	D	D	0.500	0.500
terror	terrore	eab	eab	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
text	testo	eco:spa	eco:spa	0	5	0	2	NA	NA	0	0.0	NA	D	NA	0.500
then	poi	tim:qua	tim:qua	23	16	3	2	0	0.0	0	0.0	ND	D	0.333	0.500
therapeutic	terapeutico	pnp:tax	pnp:exa	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
thick	spesso:fitto:grosso:folto:stretto:consistente	ppe:tax:qua:man	ppe:qua:man:exa	12	18	3	4	0	0.0	0	0.0	ND	ND	0.333	0.250
thin	sottile:fine:rado:esile	ppe:man	ppe:man	8	12	2	2	0	0.0	0	0.0	D	D	0.500	0.500
thing	cosa	eco:isa:eab:spa:par	eco:isa:eab:spa:mer	114	165	26	36	0	0.0	0	0.0	ND	ND	0.038	0.028
thorny	spinoso	ppe	ppe	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
thought	pensiero	eab:tax:isa:eco	eab:isa:exa:eco	23	13	5	3	0	0.0	0	0.0	ND	ND	0.200	0.333
thoughtful	pensieroso	pnp:man	pnp:man	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
thoughtlessness	spensieratezza	eab:eva	eab:eva	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
tidy	ordine:sistemata	man:eab	man:eab	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
tile	mattonella	eco:spa	eco:spa	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
time	tempo:volta:tim	tim:eab:qua:eco	tim:eab:qua:eco	17	16	2	4	0	0.0	0	0.0	D	ND	0.500	0.250
tinned_peeled_tomato	pelato	tax	exa	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
tip	punta	par:spa	mer:spa	14	13	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_accompany	accompagnare	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_act	agire	eve	eve	5	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_alleviate	alleviare	eve	eve	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_allow	permettere:consentire	eve	eve	19	7	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
to_almost_touch	quasi_toccare	tax	syn:coo	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_analyze	analizzare	eve:tax	eve:coo	6	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_appear	apparire:presentarsi:spuntare:comparire:affacciarsi	eve	eve	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_approach	avvicinare:avvicinarsi	eve	eve	6	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_arrive	arrivare	eve	eve	18	16	5	4	0	0.0	0	0.0	ND	ND	0.200	0.250
to_assemble	montare:costruire	eve	eve	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_attach	fissare	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_attract	attirare	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_avoid	evitare	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_bark	abbaiare	eve	eve	8	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_bathe	fare_il_bagno	eve	eve	12	9	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_be	trovarsi:stare:costituire	eve	eve	30	25	7	3	0	0.0	0	0.0	ND	ND	0.143	0.333
to_be_able	essere_in_grado:riuscire:sapere:saper_fare:essere_riuscito:essere_capace:avere_capacità	eve	eve	0	8	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_accompanied	essere_accompagnato	eve	eve	3	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_be_affectionate	essere_affezionato	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_angry	essere_arrabbiato	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_attached	essere_attaccato	eve	eve	8	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
to_be_attended	essere_frequentato	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_based	essere_basato:essere_fondato	eve	eve	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_bitten	essere_addentato:essere_morso:essere_morsicato	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_boiled	essere_lessato:essere_bollito	eve	eve	16	12	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
to_be_bought	essere_acquistato:essere_comprato	eve	eve	6	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_be_breeded	essere_allevato	eve	eve	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_built	essere_costruito	eve	eve	0	8	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_caressed	essere_accarezzato	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_caused	essere_provocato:essere_prodotto:essere_mosso:essere_indotto:essere_determinato:essere_causato	eve	eve	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_climbed	essere_scalato:essere_arrampicato	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_connected	essere_legato:essere_collegato	eve	eve	0	16	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_considered	essere_considerato:essere_ritenuto	eve	eve	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_controlled	essere_controllato:essere_comandato	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_convinced	essere_convinto	eve:tax	eve:syn	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_cooked	essere_cotto:essere_cucinato	eve	eve	40	43	6	6	0	0.0	0	0.0	ND	ND	0.167	0.167
to_be_coupled	essere_accoppiato	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_covered	essere_ricoperto:essere_coperto:essere_tappezzato	eve	eve	8	9	1	2	0	0.0	0	0.0	D	D	1.000	0.500
to_be_covered_with_snow	essere_innevato	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_created	essere_creato:essere_nato	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_cultivated	essere_coltivato	eve	eve	15	37	4	8	0	0.0	0	0.0	ND	ND	0.250	0.125
to_be_cut	essere_tagliato	eve	eve	18	11	3	3	0	0.0	0	0.0	ND	ND	0.333	0.333
to_be_divided	essere_diviso:essere_suddiviso:essere_spartito	eve	eve	4	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_be_done	essere_fatto:essere_compiuto:essere_svolto	eve	eve	23	11	4	3	0	0.0	0	0.0	ND	ND	0.250	0.333
to_be_driven	essere_guidato	eve	eve	9	13	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
to_be_eaten	essere_mangiato:essere_consumato	eve:eco	eve:eco	114	102	11	10	0	0.0	0	0.0	ND	ND	0.091	0.100
to_be_eaten_raw	essere_mangiato_crudo:essere_consumato_crudo	eve	eve	15	18	3	2	0	0.0	0	0.0	ND	D	0.333	0.500
to_be_edible	essere_commestibile	eve:ppe	eve:ppe	9	15	1	3	0	0.0	0	0.0	D	ND	1.000	0.333
to_be_elected	essere_eletto	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_enclosed	essere_racchiuso	eve	eve	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_erased	essere_cancellato	eve	eve	8	6	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_be_exported	essere_esportato	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_expressed	essere_espresso:essere_manifestato	eve	eve	2	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_be_extracted	essere_estratto	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_fed	essere_alimentato:essere_nutrito	eve	eve	2	4	1	2	0	0.0	0	0.0	D	D	1.000	0.500
to_be_felt	essere_provato:essere_sentito:essere_avvertito	eve	eve	17	41	4	7	0	0.0	0	0.0	ND	ND	0.250	0.143
to_be_fried	essere_fritto	eve:tax	eve:exa	21	16	2	2	0	0.0	0	0.0	D	D	0.500	0.500
to_be_furnished	essere_arredato	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_grated	essere_grattugiato	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_grilled	essere_grigliato	eve	eve	2	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_be_heard	essere_sentito:essere_ascoltato	eve	eve	6	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
to_be_held	essere_tenuto:essere_impugnato:essere_preso:essere_afferrato	eve	eve	0	7	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_hidden	essere_nascosto	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_imported	essere_importato	eve	eve	9	5	3	2	0	0.0	0	0.0	ND	D	0.333	0.500
to_be_inhabited	essere_abitato	eve	eve	10	13	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
to_be_invented	essere_inventato:essere_ideato	eve	eve	0	6	0	3	NA	NA	0	0.0	NA	ND	NA	0.333
to_be_kept	essere_tenuto	eve	eve	4	8	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_be_left	essere_lasciato	eve	eve	4	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_listened	essere_ascoltato:essere_ascolato	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_located	essere_situato:essere_collocato:essere_ubicato:essere_messo	eve	eve	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_looked_after	essere_curato	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_loved	essere_amato	eve	eve	0	7	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_minced	essere_tritato	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_nutritious	essere_nutriente	eve	eve	8	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_be_part	fare_parte	eve:eco	eve:eco	10	13	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_be_peeled	essere_sbucciato	eve	eve	15	22	6	5	0	0.0	0	0.0	ND	ND	0.167	0.200
to_be_performed	essere_eseguito	eve	eve	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_picked	essere_raccolto:essere_colto	eve	eve	0	12	0	3	NA	NA	0	0.0	NA	ND	NA	0.333
to_be_planted	essere_piantato	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_populated	essere_popolato	eve	eve	0	4	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_produced	essere_prodotto	eve	eve	0	11	0	3	NA	NA	0	0.0	NA	ND	NA	0.333
to_be_put	essere_messo:essere_infilato	eve	eve	14	14	2	4	0	0.0	0	0.0	D	ND	0.500	0.250
to_be_raw	essere_crudo	pnp	pnp	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_removed	essere_tolto:essere_levato	eve	eve	11	6	3	2	0	0.0	0	0.0	ND	D	0.333	0.500
to_be_ridden	essere_cavalcato:essere_montato	eve	eve	4	11	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_be_roasted	essere_arrostito	eve	eve	6	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_be_run	essere_gestito	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_sailed	essere_navigato	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_seasoned	essere_condito	eve	eve	17	10	4	2	0	0.0	0	0.0	ND	D	0.250	0.500
to_be_seen	essere_visto:farsi_vedere	eve	eve	13	14	2	3	0	0.0	0	0.0	D	ND	0.500	0.333
to_be_served	essere_servito:servire	eve	eve	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_sharpened	essere_appuntato:essere_temperato:essere_spuntato:essere_arrotato:essere_appuntata:essere_affinato:essere_affilato	eve	eve	6	4	2	1	0	0.0	0	0.0	D	D	0.500	1.000
to_be_shown	essere_manifestato	eve	eve	3	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_be_sold	essere_venduto	eve	eve	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_sown	essere_seminato	eve	eve	3	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_suitable	essere_adatto	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_sung	essere_cantato	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_tamed	essere_addomesticato:essere_ammaestrato	eve	eve	11	8	3	2	0	0.0	0	0.0	ND	D	0.333	0.500
to_be_tied	essere_legato	eve	eve	0	5	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_be_trained	essere_addestrato:essere_eserciato	eve	eve	6	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_treated	essere_trattato	eve	eve	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_true	essere_vero	eve:eva	eve:eva	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_be_used	essere_usato:essere_utilizzato:essere_adoperato:essere_impiegato:essere_adibito:essere_abituato	eve	eve	123	184	21	29	0	0.0	0	0.0	ND	ND	0.048	0.034
to_be_used_for	servire:essere_adibito	eve	eve	13	13	4	4	0	0.0	0	0.0	ND	ND	0.250	0.250
to_be_written	essere_scritto	eve	eve	7	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_beat	battere:picchiare:ribattere:percuotere	eve	eve	7	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_become	diventare:divenire	eve	eve	0	8	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_begin	iniziare:incominciare:cominciare	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_believe	credere:ritenere	eve:tax	eve:syn	17	16	1	2	0	0.0	0	0.0	D	D	1.000	0.500
to_break	rompere:rompersi:spaccare	eve	eve	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_breathe	respirare	eve	eve	5	0	2	0	0	0.0	NA	NA	D	NA	0.500	NA
to_bring	portare	eve	eve	0	8	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_browse	brucare	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_brush	spazzolare	eve	eve	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_buy	comprare:acquistare:comperare	eve	eve	12	16	1	2	0	0.0	0	0.0	D	D	1.000	0.500
to_call	chiamare	eve	eve	5	3	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_caress	accarezzare	tax	coo	2	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_carry	portare:trasportare	eve	eve	9	13	3	4	0	0.0	0	0.0	ND	ND	0.333	0.250
to_catch	cogliere:acchiappare:prendere:attirare:afferrare	eve:tax	eve:syn	6	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_cause	provocare:causare:creare:recare:portare	eve	eve	11	8	3	2	0	0.0	0	0.0	ND	D	0.333	0.500
to_caw	gracchiare	eve	eve	5	2	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_celebrate	celebrare:festeggiare	eve	eve	7	4	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_chat	chiacchierare	eve	eve	8	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_check	verificare:vedere	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_color	colorare	eve	eve	3	5	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_comb	pettinare	eve	eve	12	9	1	1	0	0.0	0	0.0	D	D	1.000	1.000
to_come_up	nascere:essere_nato	eve	eve	5	12	1	4	0	0.0	0	0.0	D	ND	1.000	0.250
to_commit	commettere	eve	eve	0	3	0	1	NA	NA	0	0.0	NA	D	NA	1.000
to_communicate	comunicare	eve:isa	eve:isa	0	14	0	3	NA	NA	0	0.0	NA	ND	NA	0.333
to_concentrate	concentrarsi	eve	eve	5	0	1	0	0	0.0	NA	NA	D	NA	1.000	NA
to_connect	collegare	eve	eve	0	5	0	2	NA	NA	0	0.0	NA	D	NA	0.500
to_consist_of	essere_composto:essere_costituito:essere_formato	eve	eve	10	5	3	1	0	0.0	0	0.0	ND	D	0.333	1.000
to_consume	consumarsi	eve	eve	0	2	0	1	NA	NA	0	0.0	NA	D	NA	1.000
