ConceptEn	ConceptIt	POS	Class	LetterCount	SyllableCount	FreqItWaC	LogFreqItWaC	FreqRepubblica	LogFreqRepubblica	FreqWikipedia	LogFreqWikipedia	MeanFamiliarityBlind	SDFamiliarityBlind	MeanFamiliaritySighted	SDFamiliaritySighted	FeaturesCountBlind	FeaturesCountSighted	DistinguishingFeaturesCountBlind	DistinguishingFeaturesPercentBlind	DistinguishingFeaturesCountSighted	DistinguishingFeaturesPercentSighted	AverageDistinctivenessAcrossFeatsBlind	AverageDistinctivenessAcrossFeatsSighted	MeanCueValidityBlind	MeanCueValiditySighted	IntercorrelatedFeatsCountBlind	IntercorrelatedFeatsPercentBlind	IntercorrelationalDensityBlind	IntercorrelatedFeatsCountSighted	IntercorrelatedFeatsPercentSighted	IntercorrelationalDensitySighted	FeatureEn	DistinguishingBlind	DistinguishingSighted	DistinctivenessBlind	DistinctivenessSighted	FeatureIt	FeatureTypeCoarse	FeatureTypeGranular	ConceptFeatureCountBlind	ConceptFeatureRankBlind	ConceptFeatureCountSighted	ConceptFeatureRankSighted	NegatedConceptFeatureBlind	NegatedConceptFeatureSighted
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	act	NA	D	NA	1.000	atto	isa	isa	0	NA	2	33	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	action	ND	ND	0.043	0.040	azione	isa	isa	12	3	15	4	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	affection	D	ND	0.500	0.333	affetto	eab:eva	eab:eva	5	8	4	11	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	affectionate	ND	D	0.333	1.000	affettuoso	ppe:pnp	ppe:pnp	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	animal	ND	ND	0.077	0.043	animale	eco:spa:isa	eco:spa:isa	13	2	17	2	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	back	NA	D	NA	0.500	schiena:indietro:dorso	spa:man	spa:man	0	NA	3	17	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	body	ND	ND	0.333	0.143	corpo	spa:eco	spa:eco	4	11	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	cheek	NA	D	NA	1.000	guancia	spa	spa	0	NA	2	33	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	child	ND	ND	0.100	0.143	bambino	eco:spa	eco:spa	6	7	4	11	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	contact	D	NA	0.500	NA	contatto	eco:eab	eco:eab	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	delicacy	D	NA	0.500	NA	delicatezza	man:eab	man:eab	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	dog	D	D	0.500	1.000	cane	eco	eco	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	especially	ND	ND	0.200	0.167	soprattutto	qua	qua	0	NA	2	33	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	feeling	ND	ND	0.067	0.083	sentimento:sensazione	eab:isa	eab:isa	2	40	3	17	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	gently	D	D	0.500	1.000	dolcemente:delicatamente	man	man	4	11	4	11	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	gesture	D	D	0.500	1.000	gesto	isa:eco	isa:eco	7	5	4	11	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	hand	ND	ND	0.167	0.143	mano	eco:spa	eco:spa	8	4	15	4	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	head	D	ND	1.000	0.250	testa	spa:eco	spa:eco	0	NA	3	17	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	intimacy	D	NA	1.000	NA	intimità	eab	eab	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	love	ND	D	0.167	0.500	amore	eab:eva	eab:eva	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	loving	D	D	1.000	1.000	amoroso:amorevole	ppe	ppe	0	NA	2	33	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	mainly	NA	ND	NA	0.200	principalmente:prevalentemente	man	man	0	NA	2	33	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	man	ND	ND	0.053	0.038	uomo	eco:spa	eco:spa	2	40	2	33	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	movement	D	NA	0.500	NA	movimento	isa	isa	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	object	ND	ND	0.053	0.056	oggetto	spa:eco	spa:eco	4	11	4	11	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	other_person	ND	ND	0.083	0.056	altra_persona	eco:spa	eco:spa	0	NA	3	17	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	palm	NA	D	NA	0.500	palmo	eco	eco	0	NA	3	17	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	particularly	D	NA	1.000	NA	particolarmente:maniera_particolare	man	man	3	18	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	person	ND	ND	0.023	0.022	persona	eco:spa	eco:spa	15	1	19	1	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	physical	ND	ND	0.333	0.250	fisico	man:eco	man:eco	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	pleasant	ND	ND	0.167	0.111	piacevole:gradevole	eva	eva	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	pleasure	NA	ND	NA	0.333	piacere	eab	eab	0	NA	2	33	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	slightly	NA	D	NA	0.500	leggermente:lievemente	man	man	0	NA	2	33	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	softly	D	NA	0.500	NA	morbidamente:leggermente	man	man	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	someone	ND	ND	0.040	0.059	qualcuno	eco	eco	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	something	ND	ND	0.032	0.034	qualcosa	spa:eco	spa:eco	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	sweetness	D	NA	1.000	NA	dolcezza	man:eab	man:eab	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	tenderness	D	NA	1.000	NA	tenerezza	eva:eab	eva:eab	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	thing	ND	ND	0.038	0.028	cosa	isa:eco:spa	isa:eco:spa	3	18	2	33	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_be_affectionate	D	NA	1.000	NA	essere_affezionato	eve	eve	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_be_used	ND	ND	0.048	0.034	essere_usato	eve	eve	0	NA	2	33	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_do	ND	ND	0.125	0.100	svolgere:fare:compiere	eve	eve	0	NA	2	33	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_express	ND	ND	0.167	0.167	esprimere	eve	eve	0	NA	2	33	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_feel	ND	ND	0.200	0.250	sentire	eve	eve	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_give	ND	ND	0.250	0.200	dare	eve	eve	0	NA	3	17	NA	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_graze	D	D	1.000	1.000	sfiorare	eve:tax	eve:coo	2	40	2	33	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_love	ND	ND	0.250	0.333	volere_bene:amare	eve	eve	6	7	4	11	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_make	ND	D	0.125	0.500	compiere	eve	eve	2	40	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_pass	ND	D	0.200	0.500	passare	eve	eve	2	40	2	33	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_receive	D	NA	1.000	NA	ricevere	eve	eve	3	18	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_show	D	D	0.500	1.000	manifestare:dimostrare:mostrare	eve	eve	3	18	2	33	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_touch	ND	ND	0.250	0.333	toccare	isa	isa	3	18	4	11	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	to_transmit	D	NA	1.000	NA	trasmettere	eve	eve	3	18	0	NA	POS	NA
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	usually	ND	ND	0.053	0.029	di_solito:solitamente:normalmente:in_genere	tim:qua	tim:qua	3	18	2	33	POS	POS
to_stroke	accarezzare	v	tac_event	11	5	12492	9.4328	2242	7.7151	254	5.5373	2.8636	0.3432	2.6923	0.4615	40	33	17	42.5000	11	33.3333	0.3943	0.3676	0.0036	0.0005	58	7.4359	10.03452	59	11.1742	10.17927	way	ND	D	0.167	0.500	modo	isa	isa	2	40	0	NA	POS	NA
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	(under_)carriage	NA	D	NA	1.000	carrello	par	mer	0	NA	2	66	NA	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	action	ND	ND	0.043	0.040	azione	eco:eab	eco:eab	0	NA	2	66	NA	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	air	ND	NA	0.333	NA	aria	spa:eco	spa:eco	4	10	0	NA	POS	NA
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	airway	NA	D	NA	1.000	via_aerea	spa	spa	0	NA	2	66	NA	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	big	ND	ND	0.050	0.038	grande:grosso	ppe	ppe	3	19	7	9	POS	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	bird	ND	ND	0.111	0.167	uccello	eco	eco	2	35	0	NA	POS	NA
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	city	ND	ND	0.167	0.100	città	spa	spa	0	NA	2	66	NA	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	country	NA	ND	NA	0.333	paese	spa:eco	spa:eco	0	NA	3	38	NA	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	different	D	D	0.500	0.500	diverso:diverse	qua:pnp	qua:pnp	2	35	0	NA	POS	NA
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	distance	ND	ND	0.143	0.167	distanza	eco:spa:eab	eco:spa:eab	4	10	3	38	POS	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	engine	ND	ND	0.250	0.200	motore	par	mer	5	7	8	5	POS	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	essential	NA	D	NA	0.500	indispensabile	pnp:eva	pnp:eva	0	NA	2	66	NA	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	fast	ND	ND	0.333	0.250	veloce:rapido	pnp:ppe	pnp:ppe	3	19	3	38	POS	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	flight	NA	D	NA	0.500	volo	eco:spa:eab	eco:spa:eab	0	NA	3	38	NA	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	from_continent_to_continent	NA	D	NA	1.000	da_continente_a_continente	spa	spa	0	NA	2	66	NA	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	from_place_to_place	ND	ND	0.333	0.167	da_posto_a_posto	spa	spa	0	NA	2	66	NA	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	goods	ND	ND	0.250	0.250	merce	eco	eco	2	35	7	9	POS	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	high	ND	ND	0.200	0.200	grande:alto	ppe:spa	ppe:spa	3	19	0	NA	POS	NA
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	inside	ND	ND	0.111	0.062	interno	spa	spa	0	NA	3	38	NA	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	land	ND	ND	0.250	0.333	terra	spa	spa	2	35	0	NA	POS	NA
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	law	NA	D	NA	0.500	legge	eab	eab	0	NA	2	66	NA	POS
airplane	aeroplano	n	vehicle	9	5	3338	8.1131	741	6.6080	1433	7.2675	2.0455	0.7056	2.2308	0.6966	35	66	7	20.0000	26	39.3939	0.3125	0.4105	0.0117	0.0027	102	17.1429	29.72447	265	12.3543	73.0134	long	ND	ND	0.111	0.062	lungo:grande:grosso	ppe:tim:spa	ppe:tim:spa	3	19	5	13	POS	POS
