Subject	Group	ConceptIt	ConceptEn	POS	Class	Phrase	FeatureIt	FeatureEn	FeatureTypeGranular	FeatureTypeCoarse	Polarity	FeatureOrder
13	b	martello	hammer	n	tool	appendere	appendere	to_hang	eve	eve	p	10
13	b	martello	hammer	n	tool	un_quadro	quadro	picture	eco	eco	p	11
13	b	martello	hammer	n	tool	fissandolo	fissare	to_fix	eve	eve	p	12
13	b	martello	hammer	n	tool	con_un_gancio	gancio	hook	eco	eco	p	13
13	b	martello	hammer	n	tool	o_per_ribattere	ribattere	to_beat	eve	eve	p	14
13	b	martello	hammer	n	tool	altre_cose	cosa	thing	eco	eco	p	15
13	b	martello	hammer	n	tool	per_fare	fare	to_do	eve	eve	p	16
13	b	martello	hammer	n	tool	o_togliere	togliere	to_remove	eve	eve	p	17
13	b	martello	hammer	n	tool	mattonelle	mattonella	tile	eco	eco	p	18
13	b	martello	hammer	n	tool	insieme	insieme	together	pnp	pnp	p	19
13	b	martello	hammer	n	tool	ad_altri_attrezzi	attrezzo	tool	eco	eco	p	20
13	b	martello	hammer	n	tool	piccoli	piccolo	small	ppe	ppe	p	21
13	b	martello	hammer	n	tool	per_compiere	compiere	to_do	eve	eve	p	22
13	b	montagna	mountain	n	nat_loc	luogo	luogo	place	isa	isa	p	1
13	b	montagna	mountain	n	nat_loc	alto	alto	high	ppe	ppe	p	2
13	b	montagna	mountain	n	nat_loc	difficile	difficile	difficult	eva	eva	p	3
13	b	montagna	mountain	n	nat_loc	da_percorrere	percorrere	to_go_along	eve	eve	p	4
13	b	nave	ship	n	vehicle	oggetto	oggetto	object	isa	isa	p	1
13	b	nave	ship	n	vehicle	che_serve_per_muoversi	muoversi	to_move	eve	eve	p	2
13	b	nave	ship	n	vehicle	nell'acqua	acqua	water	spa	spa	p	3
13	b	nave	ship	n	vehicle	a_seconda_che_sia_a_motore	motore	engine_ship	exa	tax	p	4
13	b	nave	ship	n	vehicle	o_a_vela	a_vela	sailing_ship	exa	tax	p	5
13	b	odiare	to_hate	v	abs_event	aver_un_sentimento	sentimento	feeling	isa	isa	p	1
13	b	odiare	to_hate	v	abs_event	negativo	negativo	negative	eva	eva	p	2
13	b	odiare	to_hate	v	abs_event	verso_qualche_cosa	qualcosa	something	eco	eco	p	3
13	b	odiare	to_hate	v	abs_event	o_verso_alcune_persone	persona	person	eco	eco	p	4
13	b	odiare	to_hate	v	abs_event	o_alcuni_fatti	fatto	event	eco	eco	p	5
13	b	odiare	to_hate	v	abs_event	accaduti	accaduto	happened	eco	eco	p	6
13	b	origliare	to_eavesdrop	v	aud_event	ascoltare	ascoltare	to_listen	coo	tax	p	1
13	b	origliare	to_eavesdrop	v	aud_event	a_distanza	distanza	distance	spa	spa	p	2
13	b	origliare	to_eavesdrop	v	aud_event	senza_essere_notati	non_essere_notato	not_to_be_noticed	eve	eve	n	3
13	b	origliare	to_eavesdrop	v	aud_event	attraverso_una_porta	porta	door	spa	spa	p	4
13	b	origliare	to_eavesdrop	v	aud_event	socchiusa	socchiuso	half-closed	pnp	pnp	p	5
13	b	origliare	to_eavesdrop	v	aud_event	oppure_passando	passare	to_pass	eve	eve	p	6
13	b	origliare	to_eavesdrop	v	aud_event	per_caso	per_caso	by_chance	pnp	pnp	p	7
13	b	origliare	to_eavesdrop	v	aud_event	persone	persona	person	eco	eco	p	8
13	b	origliare	to_eavesdrop	v	aud_event	che_stanno_parlando	parlare	to_talk	eve	eve	p	9
13	b	passione	passion	n	emotion	un_sentimento	sentimento	feeling	isa	isa	p	1
13	b	passione	passion	n	emotion	sentire	essere_sentito	to_be_felt	eve	eve	p	2
13	b	passione	passion	n	emotion	un_qualche_cosa	qualcosa	something	eco	eco	p	3
13	b	passione	passion	n	emotion	che_piace	piacere	to_like	eve	eve	p	4
13	b	passione	passion	n	emotion	e_che_ci_condiziona	condizionare	to_condition	eve	eve	p	5
13	b	passione	passion	n	emotion	in_quello_che_facciamo	ciò_che_viene_fatto	what_is_done	eco	eco	p	6
13	b	passione	passion	n	emotion	in_quello_che_pensiamo	pensiero	thought	eco	eco	p	7
13	b	passione	passion	n	emotion	si_può_avere_per_la_moto	moto	motorcycle	eco	eco	p	8
13	b	passione	passion	n	emotion	per_il_computer	computer	computer	eco	eco	p	9
13	b	passione	passion	n	emotion	per_la_pesca	pesca	fishing	eco	eco	p	10
13	b	passione	passion	n	emotion	per_altre_attività	attività	activity	eco	eco	p	11
13	b	pettine	comb	n	tool	oggetto	oggetto	object	isa	isa	p	1
13	b	pettine	comb	n	tool	per_aggiustare	aggiustare	to_fix	eve	eve	p	2
13	b	pettine	comb	n	tool	i_capelli	capello	hair	eco	eco	p	3
13	b	pettine	comb	n	tool	in_origine	origine	origin	tim	tim	p	4
13	b	pettine	comb	n	tool	è_anche_la_forma	forma	form	ppe	ppe	p	5
13	b	pettine	comb	n	tool	particolare	particolare	particular	eva	eva	p	6
13	b	pettine	comb	n	tool	di_alcuni_strumenti	strumento	tool	eco	eco	p	7
13	b	pettine	comb	n	tool	che_hanno_caratteristiche	caratteristica	feature	eab	eab	p	8
13	b	pettine	comb	n	tool	simile	simile	similar	pnp	pnp	p	9
13	b	pettine	comb	n	tool	ha_dei_denti	dente	tooth	mer	par	p	10
13	b	pettine	comb	n	tool	a_loro_disposizione	disposizione	disposal	pnp	pnp	p	11
13	b	pettine	comb	n	tool	fa_sì_che_ci_possa_scorrere	scorrere	to_slide	eve	eve	p	12
13	b	pettine	comb	n	tool	qualcosa	qualcosa	something	eco	eco	p	13
13	b	pettine	comb	n	tool	in_mezzo	mezzo	through	spa	spa	p	14
13	b	religione	religion	n	ideal	credere	credere	to_believe	eve	eve	p	1
13	b	religione	religion	n	ideal	in_qualcosa	qualcosa	something	eco	eco	p	2
13	b	religione	religion	n	ideal	di_superiore	superiore	superior	pnp	pnp	p	3
13	b	religione	religion	n	ideal	in_una_divinità	divinità	divinity	eab	eab	p	4
13	b	religione	religion	n	ideal	oggi_giorno	oggi	nowadays	tim	tim	p	5
13	b	religione	religion	n	ideal	per_fare_in_modo_che	fare_in_modo	to_make_that	eve	eve	p	6
13	b	religione	religion	n	ideal	la_propria_esistenza	esistenza	existence	eco	eco	p	7
13	b	religione	religion	n	ideal	sia_regolata	essere_regolato	to_be_ruled	eve	eve	p	8
13	b	religione	religion	n	ideal	da_questi_principi	principio	principle	eab	eab	p	9
13	b	religione	religion	n	ideal	superiori	superiore	superior	pnp	pnp	p	10
13	b	religione	religion	n	ideal	non_dettati	non_dettare	not_to_dictate	eve	eve	n	11
13	b	religione	religion	n	ideal	di_per_sé	di_per_sé	per_se	pnp	pnp	p	12
13	b	religione	religion	n	ideal	da_regole	regola	rule	eab	eab	p	13
13	b	religione	religion	n	ideal	scritte	essere_scritto	to_be_written	eve	eve	p	14
13	b	religione	religion	n	ideal	da_esseri_umani	essere_umano	human_being	eco	eco	p	15
13	b	ristorante	restaurant	n	art_loc	luogo	luogo	place	isa	isa	p	1
13	b	ristorante	restaurant	n	art_loc	in_cui_le_persone	persona	person	eco	eco	p	2
13	b	ristorante	restaurant	n	art_loc	si_ritrovano	ritrovarsi	to_meet	eve	eve	p	3
13	b	ristorante	restaurant	n	art_loc	per_mangiare	mangiare	to_eat	eve	eve	p	4
13	b	sbirciare	to_peep	v	vis_event	guardare	guardare	to_watch	isa	isa	p	1
13	b	sbirciare	to_peep	v	vis_event	senza_soffermarsi	non_soffermarsi	not_to_dwell	eve	eve	n	2
13	b	sbirciare	to_peep	v	vis_event	sul_particolare	particolare	particular	eco	eco	p	3
13	b	sbirciare	to_peep	v	vis_event	di_qualcosa	qualcosa	something	eco	eco	p	4
13	b	scrutare	to_peer_at	v	vis_event	concentrarsi	concentrarsi	to_concentrate	eve	eve	p	1
13	b	scrutare	to_peer_at	v	vis_event	su_un_qualche_cosa	qualcosa	something	eco	eco	p	2
13	b	scrutare	to_peer_at	v	vis_event	un_particolare	particolare	particular	eco	eco	p	3
13	b	scrutare	to_peer_at	v	vis_event	di_un_oggetto	oggetto	object	eco	eco	p	4
13	b	scrutare	to_peer_at	v	vis_event	e_analizzarlo	analizzare	to_analyze	eve	eve	p	5
13	b	scrutare	to_peer_at	v	vis_event	approfonditamente	approfonditamente	in_depth	man	man	p	6
13	b	scrutare	to_peer_at	v	vis_event	o_focalizzarsi	focalizzarsi	to_focus	eve	eve	p	7
13	b	scrutare	to_peer_at	v	vis_event	dell'oggetto	oggetto	object	eco	eco	p	8
13	b	sfiorare	to_touch_lightly	v	tac_event	è_un_toccare	toccare	to_touch	isa	isa	p	1
13	b	sfiorare	to_touch_lightly	v	tac_event	leggermente	leggermente	softly	man	man	p	2
13	b	sfiorare	to_touch_lightly	v	tac_event	una_superficie	superficie	surface	eco	eco	p	3
13	b	sfiorare	to_touch_lightly	v	tac_event	con_un_tatto	tatto	touch	pnp	pnp	p	4
13	b	sfiorare	to_touch_lightly	v	tac_event	delicato	delicato	delicate	ppe	ppe	p	5
13	b	spiaggia	beach	n	nat_loc	luogo	luogo	place	isa	isa	p	1
13	b	spiaggia	beach	n	nat_loc	in_cui_le_persone	persona	person	eco	eco	p	2
13	b	spiaggia	beach	n	nat_loc	si_rilassano	rilassarsi	to_relax	eve	eve	p	3
13	b	spiaggia	beach	n	nat_loc	la_pavimentazione	pavimentazione	paving	mer	par	p	4
13	b	spiaggia	beach	n	nat_loc	è_costituita	essere_costituito	to_consist_of	eve	eve	p	5
13	b	spiaggia	beach	n	nat_loc	da_sassi	sasso	stone	mad	par	p	6
13	b	spiaggia	beach	n	nat_loc	da_sabbia	sabbia	sand	mad	par	p	7
13	b	spiaggia	beach	n	nat_loc	dal_mare	mare	sea	mad	par	p	8
13	b	spiaggia	beach	n	nat_loc	l'arredamento	arredamento	furniture	eco	eco	p	9
13	b	spiaggia	beach	n	nat_loc	intorno	intorno	around	spa	spa	p	10
13	b	spiaggia	beach	n	nat_loc	è_costituito_da_ombrelloni	ombrellone	beach_umbrella	eco	eco	p	11
13	b	spiaggia	beach	n	nat_loc	sedia_sdraio	sedia_sdraio	recliner	eco	eco	p	12
13	b	spiaggia	beach	n	nat_loc	è_vicino_al_mare	mare	sea	spa	spa	p	13
13	b	spiaggia	beach	n	nat_loc	può_essere_riprodotto	essere_riprodotto	to_be_reproduced	eve	eve	p	14
13	b	spiaggia	beach	n	nat_loc	artificialmente	artificialmente	artificially	man	man	p	15
13	b	spiaggia	beach	n	nat_loc	su_altri_luoghi	luogo	place	spa	spa	p	16
13	b	spiaggia	beach	n	nat_loc	sul_fiume	fiume	river	spa	spa	p	17
13	b	spiaggia	beach	n	nat_loc	(la_sabbia)_è_formata	essere_formato	to_consist_of	eve	eve	p	18
13	b	spiaggia	beach	n	nat_loc	dai_detriti	detrito	debris	eco	eco	p	19
13	b	tastare	to_feel	v	tac_event	toccare	toccare	to_touch	isa	isa	p	1
13	b	tastare	to_feel	v	tac_event	qualche_cosa	qualcosa	something	eco	eco	p	2
13	b	tastare	to_feel	v	tac_event	in_modo_intermittente	intermittente	intermittent	man	man	p	3
13	b	tastare	to_feel	v	tac_event	cercando	cercare	to_look_for	eve	eve	p	4
13	b	tastare	to_feel	v	tac_event	un_particolare	particolare	particular	eab	eab	p	5
13	b	tastare	to_feel	v	tac_event	di_quell'oggetto	oggetto	object	eco	eco	p	6
13	b	temere	to_fear	v	abs_event	avere_paura	avere_paura	to_fear	eve	eve	p	1
13	b	temere	to_fear	v	abs_event	di_qualche_cosa	qualcosa	something	eco	eco	p	2
13	b	temere	to_fear	v	abs_event	di_persone	persona	person	eco	eco	p	3
13	b	temere	to_fear	v	abs_event	eventi	evento	event	eab	eab	p	4
13	b	temere	to_fear	v	abs_event	o_di_non_riuscire	non_riuscire	not_to_be_able	eve	eve	n	5
13	b	temere	to_fear	v	abs_event	affrontare	affrontare	to_face	eve	eve	p	6
13	b	temere	to_fear	v	abs_event	una_situazione	situazione	situation	eco	eco	p	7
13	b	temere	to_fear	v	abs_event	che_si_presenta	presentarsi	to_occur	eve	eve	p	8
13	b	treno	train	n	vehicle	un_veicolo	veicolo	vehicle	isa	isa	p	1
13	b	treno	train	n	vehicle	che_si_muove	muoversi	to_move	eve	eve	p	2
13	b	treno	train	n	vehicle	a_ruote	ruota	wheel	mer	par	p	3
13	b	treno	train	n	vehicle	su_dei_binari	binario	railway	spa	spa	p	4
13	b	treno	train	n	vehicle	di_ferro	ferro	iron	ppe	ppe	p	5
13	b	treno	train	n	vehicle	è_costituito	essere_costituito	to_consist_of	eve	eve	p	6
13	b	treno	train	n	vehicle	elementi	elemento	element	mer	par	p	7
13	b	treno	train	n	vehicle	che_sono_i_vagoni	vagone	wagon	mer	par	p	8
13	b	treno	train	n	vehicle	dove_i_passeggeri	passeggero	passenger	eco	eco	p	9
13	b	treno	train	n	vehicle	stanno_seduti	sedersi	to_sit	eve	eve	p	10
14	b	accarezzare	to_stroke	v	tac_event	è_un'azione	azione	action	isa	isa	p	1
14	b	accarezzare	to_stroke	v	tac_event	per_dimostrare	dimostrare	to_show	eve	eve	p	2
14	b	accarezzare	to_stroke	v	tac_event	l'affetto	affetto	affection	eab	eab	p	3
14	b	accarezzare	to_stroke	v	tac_event	(per_dimostrare)_il_bene_che_si_vuole	bene	good	eab	eab	p	4
14	b	accarezzare	to_stroke	v	tac_event	a_una_certa_persona	persona	person	eco	eco	p	5
14	b	accarezzare	to_stroke	v	tac_event	a_una_bestia	bestia	beast	eco	eco	p	6
14	b	afferrare	to_grab	v	tac_event	vuol_dire_essere_(più_o_meno)_predisposti	essere_predisposto	to_be_predisposed	eve	eve	p	1
14	b	afferrare	to_grab	v	tac_event	per_incamerare	incamerare	to_appropriate	eve	eve	p	2
14	b	afferrare	to_grab	v	tac_event	certe_nozioni	nozione	notion	eab	eab	p	3
14	b	afferrare	to_grab	v	tac_event	scolastiche	scolastico	school	spa	spa	p	4
14	b	afferrare	to_grab	v	tac_event	di_tipo_sociale	sociale	social	pnp	pnp	p	5
14	b	afferrare	to_grab	v	tac_event	di_attualità	attualità	actuality	tim	tim	p	6
14	b	ananas	pineapple	n	fruit	è_un_frutto	frutto	fruit	isa	isa	p	1
14	b	ananas	pineapple	n	fruit	è_esotico	esotico	exotic	spa	spa	p	2
14	b	ananas	pineapple	n	fruit	viene_dall'africa	africa	africa	spa	spa	p	3
14	b	ananas	pineapple	n	fruit	buono	buono	good	eva	eva	p	4
14	b	ananas	pineapple	n	fruit	(è_molto)_nutriente	essere_nutriente	to_be_nourishing	eve	eve	p	5
14	b	appartamento	apartment	n	art_loc	si_intende_una_casa	casa	house	isa	isa	p	1
14	b	appartamento	apartment	n	art_loc	in_condominio	condominio	condominium	spa	spa	p	2
14	b	banana	banana	n	fruit	è_un_frutto	frutto	fruit	isa	isa	p	1
14	b	banana	banana	n	fruit	è_esotico	esotico	exotic	spa	spa	p	2
14	b	banana	banana	n	fruit	viene_dall'africa	africa	africa	spa	spa	p	3
14	b	banana	banana	n	fruit	viene_importato	essere_importato	to_be_imported	eve	eve	p	4
14	b	banana	banana	n	fruit	in_italia	italia	italy	spa	spa	p	5
14	b	banana	banana	n	fruit	è_grossa	grosso	large	ppe	ppe	p	6
14	b	banana	banana	n	fruit	è_piccola	piccolo	small	ppe	ppe	p	7
14	b	banana	banana	n	fruit	ha_una_forma_allungata	allungato	oblong	ppe	ppe	p	8
14	b	bar	bar	n	art_loc	è_un_esercizio	esercizio	shop	isa	isa	p	1
14	b	bar	bar	n	art_loc	pubblico	pubblico	public	pnp	pnp	p	2
14	b	bar	bar	n	art_loc	normalmente	normalmente	normally	tim	tim	p	3
14	b	bar	bar	n	art_loc	c'andiamo	andare	to_go	eve	eve	p	4
14	b	bar	bar	n	art_loc	a_rifocillare	rifocillare	to_take_refreshment	eve	eve	p	5
14	b	bar	bar	n	art_loc	con_bibite	bibita	drink	eco	eco	p	6
14	b	bar	bar	n	art_loc	con_pasti	pasto	meal	eco	eco	p	7
14	b	canarino	canary	n	bird	è_un_uccellino	uccello	bird	isa	isa	p	1
14	b	canarino	canary	n	bird	in_italia	italia	italy	spa	spa	p	2
14	b	canarino	canary	n	bird	viene_tenuto	tenere	to_keep	eve	eve	p	3
14	b	canarino	canary	n	bird	in_gabbia	gabbia	cage	spa	spa	p	4
14	b	cantare	to_sing	v	aud_event	è_un_modo_per_dimostrare	dimostrare	to_show	isa	isa	p	1
14	b	cantare	to_sing	v	aud_event	la_nostra_gioia	gioia	joy	eab	eab	p	2
14	b	carota	carrot	n	vegetable	è_una_verdura	verdura	vegetable	isa	isa	p	1
14	b	carota	carrot	n	vegetable	si_mangia	essere_mangiato	to_be_eaten	eve	eve	p	2
14	b	carota	carrot	n	vegetable	cotta	essere_cotto	to_be_cooked	eve	eve	p	3
14	b	carota	carrot	n	vegetable	o_cruda	essere_mangiato_crudo	to_be_eaten_raw	eve	eve	p	4
14	b	cavallo	horse	n	mammal	è_un_quadrupede	quadrupede	quadruped	isa	isa	p	1
14	b	cavallo	horse	n	mammal	gambe	gamba	leg	mer	par	p	2
14	b	cavallo	horse	n	mammal	generalmente_serviva_per_fare_da_traino	da_traino	draught	exa	tax	p	3
14	b	cavallo	horse	n	mammal	ora_si_usa_per_fare_le_corse_ippiche	corsa	horse_race	eco	eco	p	4
14	b	cavallo	horse	n	mammal	negli_ippodromi	ippodromo	racecourse	spa	spa	p	5
14	b	ciliegia	cherry	n	fruit	è_un_frutto	frutto	fruit	isa	isa	p	1
14	b	ciliegia	cherry	n	fruit	generalmente_matura	maturare	to_ripen	eve	eve	p	2
14	b	ciliegia	cherry	n	fruit	in_piena_estate	estate	summer	tim	tim	p	3
14	b	coltello	knife	n	tool	è_un_oggetto	oggetto	object	isa	isa	p	1
14	b	coltello	knife	n	tool	ci_serve_per_poterci_disimpegnare	disimpegnarsi	to_manage	eve	eve	p	2
14	b	coltello	knife	n	tool	quando_siamo_a_tavola	tavolo	table	spa	spa	p	3
14	b	coltello	knife	n	tool	per_tagliare	tagliare	to_cut	eve	eve	p	4
14	b	coltello	knife	n	tool	roba	roba	stuff	eco	eco	p	5
14	b	coltello	knife	n	tool	formaggi	formaggio	cheese	eco	eco	p	6
14	b	coltello	knife	n	tool	carne	carne	meat	eco	eco	p	7
14	b	coltello	knife	n	tool	pane	pane	bread	eco	eco	p	8
14	b	corvo	crow	n	bird	è_una_bestiaccia	bestia	beast	isa	isa	p	1
14	b	corvo	crow	n	bird	vola	volare	to_fly	eve	eve	p	2
14	b	corvo	crow	n	bird	ha_una_voce	voce	voice	eco	eco	p	3
14	b	corvo	crow	n	bird	brutta	brutto	ugly	eva	eva	p	4
14	b	credere	to_believe	v	abs_event	è_essere_convinti	essere_convinto	to_be_convinced	syn	tax	p	1
14	b	credere	to_believe	v	abs_event	di_qualcosa	qualcosa	something	eco	eco	p	2
14	b	credere	to_believe	v	abs_event	serve_per_la_nostra_esistenza	esistenza	existence	eab	eab	p	3
14	b	credere	to_believe	v	abs_event	si_fa_nella_religione	religione	religion	eab	eab	p	4
14	b	credere	to_believe	v	abs_event	cattolica	cattolicesimo	catholicism	pnp	pnp	p	5
14	b	dubitare	to_doubt	v	abs_event	è_un'azione	azione	action	isa	isa	p	1
14	b	dubitare	to_doubt	v	abs_event	uno	qualcuno	someone	eco	eco	p	2
14	b	dubitare	to_doubt	v	abs_event	non_è_sicuro	non_sicuro	not_sure	pnp	pnp	n	3
14	b	dubitare	to_doubt	v	abs_event	che_quella_persona	persona	person	eco	eco	p	4
14	b	dubitare	to_doubt	v	abs_event	si_decida_a_compiere	compiere	to_make	eve	eve	p	5
14	b	dubitare	to_doubt	v	abs_event	una_certa_azione	azione	action	eab	eab	p	6
14	b	dubitare	to_doubt	v	abs_event	non_faccia	non_fare	not_to_do	eve	eve	n	7
14	b	dubitare	to_doubt	v	abs_event	ciò_che_lui_pensa	pensare	to_think	eve	eve	p	8
14	b	gabbiano	seagull	n	bird	è_un_uccello	uccello	bird	isa	isa	p	1
14	b	gabbiano	seagull	n	bird	è_acquatico	acquatico	aquatic	spa	spa	p	2
14	b	gabbiano	seagull	n	bird	vive	vivere	to_live	eve	eve	p	3
14	b	gabbiano	seagull	n	bird	generalmente	generalmente	generally	tim	tim	p	4
14	b	gabbiano	seagull	n	bird	sul_mare	mare	sea	spa	spa	p	5
14	b	gabbiano	seagull	n	bird	via_via_viene	venire	to_come	eve	eve	p	6
14	b	gabbiano	seagull	n	bird	anche_nell'interno	interno	inland	spa	spa	p	7
14	b	gabbiano	seagull	n	bird	della_terraferma	terraferma	mainland	eco	eco	p	8
14	b	gabbiano	seagull	n	bird	va_a_beccare	beccare	to_peck	eve	eve	p	9
14	b	gabbiano	seagull	n	bird	nelle_sporcizie	sporcizia	filth	spa	spa	p	10
14	b	gabbiano	seagull	n	bird	che_sono_dentro	dentro	inside	spa	spa	p	11
14	b	gabbiano	seagull	n	bird	i_fiumi	fiume	river	eco	eco	p	12
14	b	gelosia	jealousy	n	emotion	si_è_di_quello	quello	that	eco	eco	p	1
14	b	gelosia	jealousy	n	emotion	che_ha_più_di_te	più	more	qua	qua	p	2
14	b	gelosia	jealousy	n	emotion	si_è_se_uno_è_più_bravo_di_te	bravo	good	eva	eva	p	3
14	b	gelosia	jealousy	n	emotion	si_è_di_quello_che_si_disimpegna	disimpegnarsi	to_manage	eve	eve	p	4
14	b	gelosia	jealousy	n	emotion	meglio	meglio	better	man	man	p	5
14	b	giraffa	giraffe	n	mammal	è_una_bestia	bestia	beast	isa	isa	p	1
14	b	giraffa	giraffe	n	mammal	vive	vivere	to_live	eve	eve	p	2
14	b	giraffa	giraffe	n	mammal	nei_boschi	bosco	wood	spa	spa	p	3
14	b	giraffa	giraffe	n	mammal	dell'africa	africa	africa	spa	spa	p	4
14	b	giraffa	giraffe	n	mammal	e_asia	asia	asia	spa	spa	p	5
14	b	giraffa	giraffe	n	mammal	si_vede	essere_visto	to_be_seen	eve	eve	p	6
14	b	giraffa	giraffe	n	mammal	nei_giardini_zoologici	giardino_zoologico	zoo	spa	spa	p	7
14	b	giustizia	justice	n	ideal	è_una_parola	parola	word	isa	isa	p	1
14	b	giustizia	justice	n	ideal	grossa	grosso	hard	eva	eva	p	2
14	b	giustizia	justice	n	ideal	la_società	società	society	eab	eab	p	3
14	b	giustizia	justice	n	ideal	dovrebbe_dare_aiuto	aiutare	to_help	eve	eve	p	4
14	b	giustizia	justice	n	ideal	a_chi_ha_bisogno	avere_bisogno	to_need	eve	eve	p	5
14	b	giustizia	justice	n	ideal	e_a_chi_ha_più_difficoltà	difficoltà	difficulty	eco	eco	p	6
14	b	giustizia	justice	n	ideal	e_alle_persone	persona	person	eco	eco	p	7
14	b	giustizia	justice	n	ideal	indifese	indifeso	helpless	ppe	ppe	p	8
14	b	libertà	freedom	n	ideal	è_un_discorso	discorso	speech	isa	isa	p	1
14	b	libertà	freedom	n	ideal	di_democrazia	democrazia	democracy	eab	eab	p	2
14	b	mare	sea	n	nat_loc	è_un_invaso	invaso	container	isa	isa	p	1
14	b	mare	sea	n	nat_loc	di_acqua	acqua	water	mer	par	p	2
14	b	mare	sea	n	nat_loc	distesa	distesa	expanse	ppe	ppe	p	3
14	b	mare	sea	n	nat_loc	è_(molto)_ampio	ampio	wide	ppe	ppe	p	4
14	b	mare	sea	n	nat_loc	è_(molto)_grande	grande	big	ppe	ppe	p	5
14	b	mare	sea	n	nat_loc	viaggiano	viaggiare	to_travel	eve	eve	p	6
14	b	mare	sea	n	nat_loc	navi	nave	ship	eco	eco	p	7
14	b	mare	sea	n	nat_loc	(viaggiano)_traghetti	traghetto	ferry	eco	eco	p	8
14	b	mare	sea	n	nat_loc	d'estate	estate	summer	tim	tim	p	9
14	b	mare	sea	n	nat_loc	andiamo	andare	to_go	eve	eve	p	10
14	b	mare	sea	n	nat_loc	noi	noi	we	eco	eco	p	11
14	b	mare	sea	n	nat_loc	facciamo_qualche_bagno	fare_il_bagno	to_bathe	eve	eve	p	12
14	b	massaggiare	to_massage	v	tac_event	è_un'azione	azione	action	isa	isa	p	1
14	b	massaggiare	to_massage	v	tac_event	può_far_bene	fare_bene	to_make_good	eve	eve	p	2
14	b	massaggiare	to_massage	v	tac_event	anche_alle_muscolature	muscolatura	musculature	eco	eco	p	3
14	b	massaggiare	to_massage	v	tac_event	è_fisioterapia	fisioterapia	physiotherapy	isa	isa	p	4
14	b	massaggiare	to_massage	v	tac_event	che_fanno_fisioterapisti	fisioterapista	physiotherapist	eco	eco	p	5
14	b	mela	apple	n	fruit	è_un_frutto	frutto	fruit	isa	isa	p	1
14	b	mela	apple	n	fruit	viene_in_estate	estate	summer	tim	tim	p	2
14	b	mela	apple	n	fruit	è_tonda	tondo	round	ppe	ppe	p	3
14	b	mela	apple	n	fruit	fa_(molto)_bene	fare_bene	to_make_good	eva	eva	p	4
14	b	motocicletta	motorcycle	n	vehicle	è_una_bicicletta	bicicletta	bicycle	isa	isa	p	1
14	b	motocicletta	motorcycle	n	vehicle	piuttosto_grossa	grosso	large	ppe	ppe	p	2
14	b	motocicletta	motorcycle	n	vehicle	con_il_motore	motore	engine	mer	par	p	3
14	b	motocicletta	motorcycle	n	vehicle	con_il_serbatoio	serbatoio	tank	mer	par	p	4
14	b	motocicletta	motorcycle	n	vehicle	ruote	ruota	wheel	mer	par	p	5
14	b	odiare	to_hate	v	abs_event	è_una_persona	persona	person	isa	isa	p	1
14	b	odiare	to_hate	v	abs_event	che_non_sa_apprezzare	non_apprezzare	not_to_appreciate	eve	eve	n	2
14	b	odiare	to_hate	v	abs_event	o_disdegna	disdegnare	to_disdain	eve	eve	p	3
14	b	odiare	to_hate	v	abs_event	di_avere_fiducia	avere_fiducia	to_trust	eve	eve	p	4
14	b	odiare	to_hate	v	abs_event	in_una_certa_persona	persona	person	spa	spa	p	5
14	b	patata	potato	n	vegetable	è_un_farinaceo	farinaceo	farinaceous	isa	isa	p	1
14	b	patata	potato	n	vegetable	viene_con_facilità	facilità	ease	man	man	p	2
14	b	patata	potato	n	vegetable	d'inverno	inverno	winter	tim	tim	p	3
14	b	patata	potato	n	vegetable	da_mangiare	essere_mangiato	to_be_eaten	eve	eve	p	4
14	b	prato	lawn	n	nat_loc	è_un_insieme	insieme	whole	isa	isa	p	1
14	b	prato	lawn	n	nat_loc	di_territorio	territorio	territory	eco	eco	p	2
14	b	prato	lawn	n	nat_loc	dove_viene_l'erba	erba	grass	mer	par	p	3
14	b	prato	lawn	n	nat_loc	dipende_da_cosa_il_contadino	contadino	farmer	eco	eco	p	4
14	b	prato	lawn	n	nat_loc	semina	essere_seminato	to_be_sown	eve	eve	p	5
14	b	preoccupazione	worry	n	emotion	è_una_condizione	condizione	condition	isa	isa	p	1
14	b	preoccupazione	worry	n	emotion	sine_qua_non	sine_qua_non	sine_qua_non	eab	eab	n	2
14	b	preoccupazione	worry	n	emotion	per_dimostrare	dimostrare	to_show	eve	eve	p	3
14	b	preoccupazione	worry	n	emotion	che_noi	noi	we	eco	eco	p	4
14	b	preoccupazione	worry	n	emotion	siamo_preoccupati_di_un_certo_avvenimento	avvenimento	event	eab	eab	p	5
14	b	preoccupazione	worry	n	emotion	che_dovrà_avvenire	avvenire	to_happen	eve	eve	p	6
14	b	preoccupazione	worry	n	emotion	che_si_dovrà_verificare	verificare	to_happen	eve	eve	p	7
14	b	preoccupazione	worry	n	emotion	(o_di_un_avvenimento)_che_si_è_già_verificato	verificato	happened	eve	eve	p	8
14	b	preoccupazione	worry	n	emotion	e_che_ci_dà_(parecchio)_dispiacere	dispiacere	grief	eve	eve	p	9
14	b	religione	religion	n	ideal	è_credere	credere	to_believe	eve	eve	p	1
14	b	religione	religion	n	ideal	in_qualcosa	qualcosa	something	eco	eco	p	2
14	b	religione	religion	n	ideal	che_esiste	esistere	to_exist	eve	eve	p	3
