Subject	Group	ConceptIt	ConceptEn	POS	Class	Phrase	FeatureIt	FeatureEn	FeatureTypeGranular	FeatureTypeCoarse	Polarity	FeatureOrder
1	s	dubitare	to_doubt	v	abs_event	si_fa_rispetto_a_noi	noi	we	eab	eab	p	6
1	s	gatto	cat	n	mammal	è_un_animale	animale	animal	isa	isa	p	1
1	s	gatto	cat	n	mammal	ha_la_pelliccia	pelliccia	fur	mer	par	p	2
1	s	gatto	cat	n	mammal	ha_i_baffi	baffo	whisker	mer	par	p	3
1	s	gatto	cat	n	mammal	ha_la_coda	coda	tail	mer	par	p	4
1	s	gatto	cat	n	mammal	(ha_la_coda)_lunga	lungo	long	ppe	ppe	p	5
1	s	gatto	cat	n	mammal	miagola	miagolare	to_mew	eve	eve	p	6
1	s	gatto	cat	n	mammal	ha_i_cuscinetti	cuscinetto	pad	mer	par	p	7
1	s	gatto	cat	n	mammal	(ha_i_cuscinetti)_sotto_le_zampe	zampa	paw	spa	spa	p	8
1	s	gatto	cat	n	mammal	ha_gli_artigli	artiglio	claw	mer	par	p	9
1	s	gatto	cat	n	mammal	mangia	mangiare	to_eat	eve	eve	p	10
1	s	gatto	cat	n	mammal	(mangia)_la_carne	carne	meat	eco	eco	p	11
1	s	gatto	cat	n	mammal	(mangia)_il_pesce	pesce	fish	eco	eco	p	12
1	s	gatto	cat	n	mammal	beve	bere	to_drink	eve	eve	p	13
1	s	gatto	cat	n	mammal	(beve)_il_latte	latte	milk	eco	eco	p	14
1	s	gatto	cat	n	mammal	dorme	dormire	to_sleep	eve	eve	p	15
1	s	gatto	cat	n	mammal	(ha_nove)_vite	vita	life	eab	eab	p	16
1	s	gatto	cat	n	mammal	è_il_nemico	nemico	enemy	isa	isa	p	17
1	s	gatto	cat	n	mammal	numero_uno	numero_uno	number_one	qua	qua	p	18
1	s	gatto	cat	n	mammal	(è_il_nemico_numerouno)_del_cane	cane	dog	eco	eco	p	19
1	s	giustizia	justice	n	ideal	è_cio_che_vorremmo_fosse_fatto	essere_fatto	to_be_done	eve	eve	p	1
1	s	giustizia	justice	n	ideal	quando_subiamo	subire	to_suffer	eve	eve	p	2
1	s	giustizia	justice	n	ideal	un_torto	torto	wrong	eab	eab	p	3
1	s	giustizia	justice	n	ideal	è_determinata	essere_determinato	to_be_determined	eve	eve	p	4
1	s	giustizia	justice	n	ideal	(è_determinata)_dalla_legge	legge	law	eab	eab	p	5
1	s	martello	hammer	n	tool	è_un_oggetto	oggetto	object	isa	isa	p	1
1	s	martello	hammer	n	tool	si_utilizza_con_le_mani	mano	hand	eco	eco	p	2
1	s	martello	hammer	n	tool	serve_per_battere	battere	to_beat	eve	eve	p	3
1	s	martello	hammer	n	tool	(serve_per_battere)_i_chiodi	chiodo	nail	eco	eco	p	4
1	s	martello	hammer	n	tool	è_utilizzato_dal_falegname	falegname	carpenter	eco	eco	p	5
1	s	martello	hammer	n	tool	si_trova_nella_cassetta_degli_attrezzi	cassetta_degli_attrezzi	toolbox	spa	spa	p	6
1	s	martello	hammer	n	tool	ha_una_testa	testa	head	mer	par	p	7
1	s	martello	hammer	n	tool	(ha_una_testa)_di_metallo	metallo	metal	mad	par	p	8
1	s	martello	hammer	n	tool	ha_un_manico	manico	handle	mer	par	p	9
1	s	martello	hammer	n	tool	(ha_un_manico)_di_legno	legno	wood	mad	par	p	10
1	s	martello	hammer	n	tool	è_pesante	pesante	heavy	ppe	ppe	p	11
1	s	martello	hammer	n	tool	fa_male	fare_male	to_hurt	eve	eve	p	12
1	s	mela	apple	n	fruit	è_un_frutto	frutto	fruit	isa	isa	p	1
1	s	mela	apple	n	fruit	è_rossa	rosso	red	ppe	ppe	p	2
1	s	mela	apple	n	fruit	è_gialla	giallo	yellow	ppe	ppe	p	3
1	s	mela	apple	n	fruit	è_verde	verde	green	ppe	ppe	p	4
1	s	mela	apple	n	fruit	si_taglia	essere_tagliato	to_be_cut	eve	eve	p	5
1	s	mela	apple	n	fruit	si_morde	essere_morso	to_be_bitten	eve	eve	p	6
1	s	mela	apple	n	fruit	si_cuoce	essere_cotto	to_be_cooked	eve	eve	p	7
1	s	mela	apple	n	fruit	cresce	crescere	to_grow	eve	eve	p	8
1	s	mela	apple	n	fruit	(cresce)_sugli_alberi	albero	tree	spa	spa	p	9
1	s	mela	apple	n	fruit	si_coglie	essere_colto	to_be_gathered	eve	eve	p	10
1	s	mela	apple	n	fruit	è_dolce	dolce	sweet	ppe	ppe	p	11
1	s	mela	apple	n	fruit	è_aspra	aspro	sour	ppe	ppe	p	12
1	s	mela	apple	n	fruit	è_utilizzata_per_preparare_torte	torta	cake	eco	eco	p	13
1	s	montagna	mountain	n	nat_loc	è_alta	alto	high	ppe	ppe	p	1
1	s	montagna	mountain	n	nat_loc	è_grande	grande	big	ppe	ppe	p	2
1	s	montagna	mountain	n	nat_loc	è_sopra_le_colline	collina	hill	spa	spa	p	3
1	s	montagna	mountain	n	nat_loc	c'è_la_neve	neve	snow	eco	eco	p	4
1	s	montagna	mountain	n	nat_loc	è_fatta_di_roccia	roccia	rock	mad	par	p	5
1	s	motocicletta	motorcycle	n	vehicle	è_un_mezzo_di_trasporto	mezzo_di_trasporto	transport	isa	isa	p	1
1	s	motocicletta	motorcycle	n	vehicle	(è_per_una)_persona	persona	person	eco	eco	p	2
1	s	motocicletta	motorcycle	n	vehicle	va	andare	to_go	eve	eve	p	3
1	s	motocicletta	motorcycle	n	vehicle	(va)_sulla_strada	strada	road	spa	spa	p	4
1	s	motocicletta	motorcycle	n	vehicle	è_da_corsa	da_corsa	racing_motorcycle	exa	tax	p	5
1	s	motocicletta	motorcycle	n	vehicle	è_potente	potente	powerful	pnp	pnp	p	6
1	s	motocicletta	motorcycle	n	vehicle	(ha_due)_ruote	ruota	wheel	mer	par	p	7
1	s	motocicletta	motorcycle	n	vehicle	ha_un_manubrio	manubrio	handlebars	mer	par	p	8
1	s	motocicletta	motorcycle	n	vehicle	ha_una_sella	sella	saddle	mer	par	p	9
1	s	motocicletta	motorcycle	n	vehicle	non_è_coperta	non_coperto	not_covered	mer	par	n	10
1	s	nave	ship	n	vehicle	è_un_mezzo_di_trasporto	mezzo_di_trasporto	transport	isa	isa	p	1
1	s	nave	ship	n	vehicle	grande	grande	big	ppe	ppe	p	2
1	s	nave	ship	n	vehicle	viaggia	viaggiare	to_travel	eve	eve	p	3
1	s	nave	ship	n	vehicle	(viaggia)_in_mare	mare	sea	spa	spa	p	4
1	s	nave	ship	n	vehicle	ha_uno_scafo	scafo	hull	mer	par	p	5
1	s	nave	ship	n	vehicle	è_comandata	essere_comandato	to_be_controlled	eve	eve	p	6
1	s	nave	ship	n	vehicle	(è_comandata)_da_un_capitano	capitano	captain	eco	eco	p	7
1	s	nave	ship	n	vehicle	ci_lavorano	lavorare	to_work	eve	eve	p	8
1	s	nave	ship	n	vehicle	(ci_lavorano)_i_marinai	marinaio	sailor	eco	eco	p	9
1	s	nave	ship	n	vehicle	trasporta	trasportare	to_transport	eve	eve	p	10
1	s	nave	ship	n	vehicle	(trasporta)_persone	persona	person	eco	eco	p	11
1	s	nave	ship	n	vehicle	(trasporta)_merci	merce	goods	eco	eco	p	12
1	s	nave	ship	n	vehicle	serve_per_viaggiare	viaggiare	to_travel	eve	eve	p	13
1	s	nave	ship	n	vehicle	ha_un_timone	timone	helm	mer	par	p	14
1	s	nave	ship	n	vehicle	ha_le_eliche	elica	propeller	mer	par	p	15
1	s	odiare	to_hate	v	abs_event	è_un'azione	azione	action	isa	isa	p	1
1	s	odiare	to_hate	v	abs_event	riguarda_il_sentimento_dell'odio	odio	hate	eab	eab	p	2
1	s	odiare	to_hate	v	abs_event	si_fa_contro_persone	persona	person	eco	eco	p	3
1	s	odiare	to_hate	v	abs_event	(si_fa_contro_persone)_che_ci_stanno_antipatiche	antipatico	unpleasant	eva	eva	p	4
1	s	odiare	to_hate	v	abs_event	(si_fa_contro_persone)_che_ci_hanno_fatto_qualcosa_di_male	fare_male	to_do_wrong	eve	eve	p	5
1	s	odiare	to_hate	v	abs_event	si_fa_contro_qualcosa	qualcosa	something	eco	eco	p	6
1	s	odiare	to_hate	v	abs_event	si_fa_contro_qualcuno	qualcuno	someone	eco	eco	p	7
1	s	origliare	to_eavesdrop	v	aud_event	è_un'azione	azione	action	isa	isa	p	1
1	s	origliare	to_eavesdrop	v	aud_event	si_fa_con_le_orecchie	orecchio	ear	eco	eco	p	2
1	s	origliare	to_eavesdrop	v	aud_event	non_si_dovrebbe_fare	non_fare	not_to_do	eve	eve	n	3
1	s	origliare	to_eavesdrop	v	aud_event	significa_ascoltare	ascoltare	to_listen	coo	tax	p	4
1	s	origliare	to_eavesdrop	v	aud_event	di_nascosto	di_nascosto	secretly	man	man	p	5
1	s	origliare	to_eavesdrop	v	aud_event	si_fa_dietro_le_porte	porta	door	spa	spa	p	6
1	s	passione	passion	n	emotion	è_qualcosa_che_si_prova	essere_provato	to_be_felt	eve	eve	p	1
1	s	passione	passion	n	emotion	(si_prova)_verso_qualcuno	qualcuno	someone	eco	eco	p	2
1	s	passione	passion	n	emotion	(si_prova)_verso_qualcosa	qualcosa	something	eco	eco	p	3
1	s	passione	passion	n	emotion	(si_prova)_verso_un_hobby	hobby	hobby	eab	eab	p	4
1	s	passione	passion	n	emotion	(si_prova)_verso_uno_sport	sport	sport	eab	eab	p	5
1	s	passione	passion	n	emotion	(si_prova)_da_dentro	dentro	inside	spa	spa	p	6
1	s	passione	passion	n	emotion	(si_prova)_dal_cuore	cuore	heart	spa	spa	p	7
1	s	passione	passion	n	emotion	nasce	nascere	to_arise	eve	eve	p	8
1	s	passione	passion	n	emotion	(tra_due)_persone	persona	person	eco	eco	p	9
1	s	patata	potato	n	vegetable	è_un_ortaggio	ortaggio	vegetable	isa	isa	p	1
1	s	patata	potato	n	vegetable	è_un_tubero	tubero	tuber	isa	isa	p	2
1	s	patata	potato	n	vegetable	cresce	crescere	to_grow	eve	eve	p	3
1	s	patata	potato	n	vegetable	(cresce)_sotto_terra	terra	soil	spa	spa	p	4
1	s	patata	potato	n	vegetable	è_marrone	marrone	brown	ppe	ppe	p	5
1	s	patata	potato	n	vegetable	(è_marrone)_all'esterno	esterno	the_outside	spa	spa	p	6
1	s	patata	potato	n	vegetable	è_gialla	giallo	yellow	ppe	ppe	p	7
1	s	patata	potato	n	vegetable	(è_gialla)_all'interno	interno	inside	spa	spa	p	8
1	s	patata	potato	n	vegetable	si_cuoce	essere_cotto	to_be_cooked	eve	eve	p	9
1	s	patata	potato	n	vegetable	si_lessa	lessare	to_boil	eve	eve	p	10
1	s	patata	potato	n	vegetable	si_frigge	essere_fritto	to_be_fried	eve	eve	p	11
1	s	patata	potato	n	vegetable	si_arrostisce	essere_arrostito	to_be_roasted	eve	eve	p	12
1	s	patata	potato	n	vegetable	si_mangia	essere_mangiato	to_be_eaten	eve	eve	p	13
1	s	patata	potato	n	vegetable	si_coltiva	essere_coltivato	to_be_cultivated	eve	eve	p	14
1	s	patata	potato	n	vegetable	si_sverge	svergere	to_eradicate	eve	eve	p	15
1	s	pettine	comb	n	tool	è_un_oggetto	oggetto	object	isa	isa	p	1
1	s	pettine	comb	n	tool	districa	districare	to_disentangle	eve	eve	p	2
1	s	pettine	comb	n	tool	(districa)_i_capelli	capello	hair	eco	eco	p	3
1	s	pettine	comb	n	tool	è_piccolo	piccolo	small	ppe	ppe	p	4
1	s	pettine	comb	n	tool	è_grande	grande	big	ppe	ppe	p	5
1	s	pettine	comb	n	tool	ha_i_denti	dente	tooth	mer	par	p	6
1	s	pettine	comb	n	tool	(ha_denti)_radi	rado	thin	ppe	ppe	p	7
1	s	pettine	comb	n	tool	(ha_denti)_fitti	fitto	thick	ppe	ppe	p	8
1	s	pettine	comb	n	tool	si_usa_con_le_mani	mano	hand	eco	eco	p	9
1	s	pinguino	penguin	n	bird	è_un_animale	animale	animal	isa	isa	p	1
1	s	pinguino	penguin	n	bird	vive	vivere	to_live	eve	eve	p	2
1	s	pinguino	penguin	n	bird	(vive)_al_polo_sud	polo_sud	south_pole	spa	spa	p	3
1	s	pinguino	penguin	n	bird	ha_le_pinne	pinna	fin	mer	par	p	4
1	s	pinguino	penguin	n	bird	ha_il_becco	becco	beak	mer	par	p	5
1	s	pinguino	penguin	n	bird	è_bianco	bianco	white	ppe	ppe	p	6
1	s	pinguino	penguin	n	bird	è_nero	nero	black	ppe	ppe	p	7
1	s	pinguino	penguin	n	bird	fa_le_uova	uovo	egg	eco	eco	p	8
1	s	pinguino	penguin	n	bird	ha_le_piume	piuma	feather	mer	par	p	9
1	s	pinguino	penguin	n	bird	cammina	camminare	to_walk	eve	eve	p	10
1	s	pinguino	penguin	n	bird	(cammina)_scivolando_sulla_pancia	scivolare_sulla_pancia	to_slide_on_the_stomach	man	man	p	11
1	s	pinguino	penguin	n	bird	nuota	nuotare	to_swim	eve	eve	p	12
1	s	pinguino	penguin	n	bird	non_vola	non_volare	not_to_fly	eve	eve	n	13
1	s	pinguino	penguin	n	bird	mangia	mangiare	to_eat	eve	eve	p	14
1	s	pinguino	penguin	n	bird	(mangia)_il_pesce	pesce	fish	eco	eco	p	15
1	s	pinguino	penguin	n	bird	zampe	zampa	paw	mer	par	p	16
1	s	pomodoro	tomato	n	vegetable	è_una_verdura	verdura	vegetable	isa	isa	p	1
1	s	pomodoro	tomato	n	vegetable	è_rosso	rosso	red	ppe	ppe	p	2
1	s	pomodoro	tomato	n	vegetable	si_mangia	mangiare	to_eat	eve	eve	p	3
1	s	pomodoro	tomato	n	vegetable	si_coltiva	essere_coltivato	to_be_cultivated	eve	eve	p	4
1	s	pomodoro	tomato	n	vegetable	ha_varie_forme	varia_forma	various_shapes	qua	qua	p	5
1	s	pomodoro	tomato	n	vegetable	si_prepara_la_pomarola	pomarola	tomato_sauce	eco	eco	p	6
1	s	pomodoro	tomato	n	vegetable	(si_mangia)_crudo	essere_mangiato_crudo	to_be_eaten_raw	eve	eve	p	7
1	s	pomodoro	tomato	n	vegetable	(si_mangia)_cotto	essere_cotto	to_be_cooked	eve	eve	p	8
1	s	pomodoro	tomato	n	vegetable	è_aspro	aspro	sour	ppe	ppe	p	9
1	s	pomodoro	tomato	n	vegetable	è_verde	verde	green	ppe	ppe	p	10
1	s	pomodoro	tomato	n	vegetable	è_arancione	arancione	orange	ppe	ppe	p	11
1	s	pomodoro	tomato	n	vegetable	è_piccolo	piccolo	small	ppe	ppe	p	12
1	s	pomodoro	tomato	n	vegetable	è_grande	grande	big	ppe	ppe	p	13
1	s	prato	lawn	n	nat_loc	è_una_città	città	city	isa	isa	p	1
1	s	prato	lawn	n	nat_loc	è_un_luogo	luogo	place	isa	isa	p	2
1	s	prato	lawn	n	nat_loc	cresce	crescere	to_grow	eve	eve	p	3
1	s	prato	lawn	n	nat_loc	(cresce)_l'erba	erba	grass	mer	par	p	4
1	s	prato	lawn	n	nat_loc	grande	grande	wide	ppe	ppe	p	5
1	s	prato	lawn	n	nat_loc	ci_si_corre	correre	to_run	eve	eve	p	6
1	s	prato	lawn	n	nat_loc	(crescono)_gli_alberi	albero	tree	mer	par	p	7
1	s	prato	lawn	n	nat_loc	(crescono)_i_fiori	fiore	flower	mer	par	p	8
1	s	prato	lawn	n	nat_loc	è_piccolo	piccolo	small	ppe	ppe	p	9
