Word,te horen,te proeven,te ruiken,te voelen door middel van aanraking,te zien,Count,PropResponses,Dominant,Sum,ModalityExclusivity
RITS,2,0,0,3.066666667,3.533333333,15,1,zien,8.6,0.410852713
DUIK,1.6,0,0.133333333,3.066666667,3.6,15,1,zien,8.4,0.428571429
TISSUE,0,0,0.666666667,3.066666667,3.466666667,15,0.9375,zien,7.2,0.481481481
HUISHOUDFOLIE,1.75,0,0.1875,3.0625,3.5,16,1,zien,8.5,0.411764706
VLOEISTOF,1.5,3.1875,1.8125,3.0625,3.5,16,1,zien,13.0625,0.153110048
HOUT,0.375,0.0625,2.3125,3.0625,3.9375,16,1,zien,9.75,0.397435897
BRIL,0.0625,0,0,3.0625,4.625,16,1,zien,7.75,0.596774194
KLITTENBAND,3,0,0.066666667,3,3.2,15,0.9375,zien,9.266666667,0.345323741
PAARD,2.2,0.266666667,2.133333333,3,3.933333333,15,1,zien,11.53333333,0.317919075
PAPIER,1.466666667,0.333333333,0.8,3,3.733333333,15,1,zien,9.333333333,0.364285714
RASP,1.2,0.2,0.133333333,3,3.333333333,15,1,zien,7.866666667,0.406779661
KNOOP,0.333333333,0,0,3,3.733333333,15,1,zien,7.066666667,0.528301887
ZAKDOEK,0.266666667,0,0.133333333,3,3.066666667,15,1,zien,6.466666667,0.474226804
WEEGSCHAAL,0.066666667,0,0,3,3.666666667,15,1,zien,6.733333333,0.544554455
PIERCING,0,0,0,3,4.1875,16,1,zien,7.1875,0.582608696
RAND,0,0,0,3,3.666666667,15,0.9375,zien,6.666666667,0.55
CAMERA,1.625,0,0,2.9375,4.375,16,1,zien,8.9375,0.48951049
KRIJT,0.9375,0.0625,0.4375,2.9375,4.375,16,1,zien,8.75,0.492857143
THERMOSFLES,0.375,0.625,0.1875,2.9375,4,16,1,zien,8.125,0.469230769
KRANT,1.6,0,1.2,2.933333333,4.333333333,15,1,zien,10.06666667,0.430463576
PARAPLU,1.133333333,0,0.2,2.933333333,3.666666667,15,1,zien,7.933333333,0.462184874
KARTON,0.6,0,1.2,2.933333333,3.466666667,15,1,zien,8.2,0.422764228
POTLOOD,1.142857143,0,0.214285714,2.928571429,3.714285714,14,0.933333333,zien,8,0.464285714
NOTENKRAKER,2.866666667,0.266666667,0.333333333,2.866666667,3.4,15,1,zien,9.733333333,0.321917808
LUCIFER,2,0,2.4,2.866666667,3.8,15,1,zien,11.06666667,0.343373494
DEURKLINK,1.133333333,0,0,2.866666667,3.2,15,1,zien,7.2,0.444444444
ZWAARD,0.733333333,0,0.133333333,2.866666667,4.333333333,15,0.9375,zien,8.066666667,0.537190083
FLES,0.666666667,0,0.066666667,2.866666667,3.533333333,15,1,zien,7.133333333,0.495327103
GEZICHT,0.133333333,0.066666667,0.066666667,2.866666667,4.133333333,15,1,zien,7.266666667,0.559633028
VLOERBEDEKKING,0.133333333,0,0.2,2.866666667,3.866666667,15,0.9375,zien,7.066666667,0.547169811
BONT,0.066666667,0,0.266666667,2.866666667,3.8,15,1,zien,7,0.542857143
GAAS,0,0,0,2.866666667,4,15,1,zien,6.866666667,0.582524272
JUTE,0.428571429,0,2.214285714,2.857142857,3.714285714,14,0.933333333,zien,9.214285714,0.403100775
FRANJE,0.142857143,0,0,2.857142857,3.5,14,0.933333333,zien,6.5,0.538461538
AUTO,3.733333333,0,1.8,2.8,4.066666667,15,1,zien,12.4,0.327956989
HAMER,1.4,0,0.066666667,2.8,3.6,15,0.9375,zien,7.866666667,0.457627119
TALKPOEDER,0,0.125,1.4375,2.75,2.8125,16,1,zien,7.125,0.394736842
BAKSTEEN,0.066666667,0,0.4,2.733333333,3.866666667,15,1,zien,7.066666667,0.547169811
TROFEE,0.066666667,0,0.2,2.733333333,3.666666667,15,1,zien,6.666666667,0.55
ZWEEP,2.0625,0,0.125,2.6875,4.125,16,1,zien,9,0.458333333
BIJL,1.5625,0,0.0625,2.6875,3.75,16,1,zien,8.0625,0.465116279
PLASTIC,0.666666667,0.066666667,0.4,2.666666667,3.333333333,15,0.9375,zien,7.133333333,0.457943925
ENVELOP,0.266666667,0.8,0.466666667,2.666666667,3.466666667,15,1,zien,7.666666667,0.417391304
HOED,0.071428571,0,0,2.642857143,3.857142857,14,0.933333333,zien,6.571428571,0.586956522
ZON,0,0,0.25,2.625,4.375,16,1,zien,7.25,0.603448276
KURKENTREKKER,1,0,0.066666667,2.6,3.133333333,15,1,zien,6.8,0.460784314
RICHEL,0.285714286,0,0,2.571428571,3.5,14,0.875,zien,6.357142857,0.550561798
GOLVEN,2.9375,0.4375,0.875,2.5625,3.9375,16,1,zien,10.75,0.325581395
REKENMACHINE,0.933333333,0,0,2.533333333,3.8,15,1,zien,7.266666667,0.52293578
PAPERCLIP,0.4,0,0,2.533333333,3.733333333,15,1,zien,6.666666667,0.56
LINT,0.266666667,0.066666667,0.2,2.533333333,3.6,15,1,zien,6.666666667,0.53
DOEK,0,0,0.333333333,2.533333333,3.866666667,15,0.9375,zien,6.733333333,0.574257426
BOOM,0.9375,0,2.375,2.5,4.3125,16,1,zien,10.125,0.425925926
KASTANJE,0.25,1.75,1.8125,2.5,4.1875,16,1,zien,10.5,0.375
KERAMIEK,0.125,0,0,2.5,3.6875,16,1,zien,6.3125,0.584158416
ZEE,3.6,2.066666667,3.266666667,2.466666667,4.466666667,15,0.9375,zien,15.86666667,0.151260504
SPEELAUTOMAAT,2.466666667,0,0,2.466666667,4.333333333,15,0.9375,zien,9.266666667,0.467625899
TAKJES,2.133333333,0.066666667,0.733333333,2.466666667,3.733333333,15,1,zien,9.133333333,0.401459854
PERFORATOR,1.666666667,0,0,2.466666667,3.866666667,15,1,zien,8,0.483333333
STEKKER,0.266666667,0,0,2.466666667,3.2,15,1,zien,5.933333333,0.539325843
ROOS,0.2,0.133333333,2.666666667,2.466666667,3.8,15,1,zien,9.266666667,0.395683453
JURK,0.066666667,0,0.066666667,2.466666667,4.4,15,0.9375,zien,7,0.628571429
STOK,0.066666667,0,0,2.466666667,3.266666667,15,1,zien,5.8,0.563218391
MODDER,0.642857143,0.071428571,2.142857143,2.428571429,3.714285714,14,0.933333333,zien,9,0.404761905
DAMP,0.285714286,0,0.214285714,2.428571429,3.285714286,14,0.933333333,zien,6.214285714,0.528735632
RADIATOR,1,0,0.333333333,2.4,3.2,15,0.9375,zien,6.933333333,0.461538462
HOOI,0.6,0,2.6,2.4,3.133333333,15,1,zien,8.733333333,0.358778626
KIP,2.3125,3.5,2.125,2.375,4.0625,16,1,zien,14.375,0.134782609
TELESCOOP,0.0625,0,0,2.375,4.3125,16,1,zien,6.75,0.638888889
BLENDER,3.333333333,0.2,0.533333333,2.333333333,3.733333333,15,1,zien,10.13333333,0.348684211
OPENHAARD,3.066666667,0.266666667,3.266666667,2.333333333,4.333333333,15,1,zien,13.26666667,0.306532663
BLADEREN,2.266666667,0.066666667,1.266666667,2.333333333,4.133333333,15,1,zien,10.06666667,0.40397351
DAMSCHIJVEN,0.733333333,0,0,2.333333333,3.866666667,15,1,zien,6.933333333,0.557692308
TENT,0.2,0,0.533333333,2.333333333,4,15,0.9375,zien,7.066666667,0.566037736
DENNENAPPEL,0.2,0,1.8,2.333333333,3.866666667,15,1,zien,8.2,0.471544715
VOD,0.076923077,0,1.076923077,2.307692308,3.538461538,13,0.866666667,zien,7,0.505494505
BRIEVENBUS,1.928571429,0,0,2.285714286,4.071428571,14,0.933333333,zien,8.285714286,0.49137931
PISTOOL,2.866666667,0,0,2.266666667,3.666666667,15,1,zien,8.8,0.416666667
KOMPAS,0.2,0,0,2.266666667,3.666666667,15,1,zien,6.133333333,0.597826087
TAFEL,0.133333333,0,0,2.266666667,3.866666667,15,1,zien,6.266666667,0.617021277
STANDBEELD,0,0,0.066666667,2.266666667,4.466666667,15,1,zien,6.8,0.656862745
GRIND,1.933333333,0,0.133333333,2.2,3.6,15,1,zien,7.866666667,0.457627119
KETTING,0.933333333,0.2,0,2.2,4,15,1,zien,7.333333333,0.545454545
VERREKIJKER,0.4,0,0,2.2,3.533333333,15,1,zien,6.133333333,0.576086957
POEDER,0.133333333,0.866666667,0.666666667,2.2,3.466666667,15,1,zien,7.333333333,0.454545455
TIARA,0.066666667,0,0,2.2,3.333333333,15,1,zien,5.6,0.595238095
BABY,2.666666667,0,1.2,2.133333333,4.266666667,15,1,zien,10.26666667,0.415584416
SCHARNIER,1.666666667,0,0.066666667,2.133333333,3.666666667,15,0.9375,zien,7.533333333,0.486725664
ZOUTVAATJE,0.933333333,2.466666667,0.866666667,2.133333333,3.533333333,15,1,zien,9.933333333,0.268456376
ELECTRICITEIT,0.933333333,0.133333333,0,2.133333333,2.533333333,15,1,zien,5.733333333,0.441860465
RAAM,0.666666667,0,0.066666667,2.133333333,4.066666667,15,1,zien,6.933333333,0.586538462
WEGVERHARDING,0.333333333,0,0.533333333,2.133333333,3.266666667,15,1,zien,6.266666667,0.521276596
KAART,0.2,0,0,2.133333333,4.266666667,15,1,zien,6.6,0.646464646
MASKER,0.133333333,0,0,2.133333333,4.133333333,15,1,zien,6.4,0.645833333
AKTETAS,0.133333333,0,0.6,2.133333333,3.8,15,0.9375,zien,6.666666667,0.57
WATERVAL,4.0625,0.0625,0.875,2.125,4.125,16,1,zien,11.25,0.361111111
VUUR,2,0.066666667,3.4,2.066666667,4.066666667,15,1,zien,11.6,0.344827586
KANT,0.2,0,0,2.066666667,3.666666667,15,1,zien,5.933333333,0.617977528
EZEL,3.333333333,0,2,2,3.733333333,15,1,zien,11.06666667,0.337349398
SCHAAP,2.533333333,0.266666667,1.466666667,2,3.933333333,15,1,zien,10.2,0.359477124
MEER,1.625,0.1875,1.4375,2,3.9375,16,1,zien,9.1875,0.408163265
KETEL,1.6,0.333333333,1,2,3.333333333,15,1,zien,8.266666667,0.362903226
JUWEEL,0.066666667,0,0.066666667,2,4.266666667,15,0.9375,zien,6.4,0.666666667
POMPOEN,0.066666667,3.533333333,1.533333333,2,4.2,15,1,zien,11.33333333,0.364705882
MOSAÏEK,0.0625,0,0.0625,2,4.1875,16,1,zien,6.3125,0.663366337
PALMBOOM,0.375,0,0.5,1.9375,4.25,16,1,zien,7.0625,0.601769912
HAKKEN,2.933333333,0,0,1.933333333,3.333333333,15,1,zien,8.2,0.406504065
KOPIEERAPPARAAT,1.8,0,0.6,1.933333333,3.333333333,15,1,zien,7.666666667,0.434782609
MARKEERSTIFT,0.533333333,0,1.266666667,1.933333333,3.666666667,15,1,zien,7.4,0.495495495
HONIG,0,3.466666667,2.533333333,1.933333333,3.666666667,15,0.9375,zien,11.6,0.316091954
BIJ,3.625,0,0.25,1.875,4.1875,16,1,zien,9.9375,0.421383648
LADDER,0.533333333,0,0,1.866666667,4.066666667,15,1,zien,6.466666667,0.628865979
NAAKTSLAK,0.133333333,0,0,1.866666667,4.066666667,15,1,zien,6.066666667,0.67032967
MARMER,0.133333333,0,0,1.866666667,3.666666667,15,1,zien,5.666666667,0.647058824
STATIEF,0.066666667,0,0,1.866666667,3.533333333,15,1,zien,5.466666667,0.646341463
STOF,0,0.2,1.066666667,1.866666667,4,15,1,zien,7.133333333,0.560747664
KASSA,2.8,0,0,1.8,3.6,15,1,zien,8.2,0.43902439
DOMINOSTENEN,1.266666667,0,0,1.8,3.933333333,15,0.9375,zien,7,0.561904762
VERF,0.125,0,4.0625,1.75,4.1875,16,1,zien,10.125,0.413580247
KUBUS,0,0,0,1.733333333,4.2,15,0.9375,zien,5.933333333,0.707865169
MEIDOORN,0,0,2,1.733333333,4,15,0.9375,zien,7.733333333,0.517241379
RAAMWERK,0,0,0,1.733333333,3.2,15,1,zien,4.933333333,0.648648649
GLITTER,0,0,0,1.6875,4.625,16,1,zien,6.3125,0.732673267
LAM,2.666666667,1.466666667,0.8,1.666666667,3.733333333,15,1,zien,10.33333333,0.283870968
TOILET,1.333333333,0,1.2,1.666666667,3.8,15,1,zien,8,0.475
KARWIJ,0.857142857,0,0.214285714,1.642857143,2.285714286,14,0.933333333,zien,5,0.457142857
SOLDEERLAMP,0.307692308,0,1.076923077,1.615384615,4.230769231,13,0.8125,zien,7.230769231,0.585106383
WIEL,0.8,0,0,1.6,3.733333333,15,1,zien,6.133333333,0.608695652
ZEESTER,0.066666667,0,0.466666667,1.6,3.866666667,15,1,zien,6,0.644444444
PALING,0,2.733333333,1.933333333,1.6,3.333333333,15,1,zien,9.6,0.347222222
TREIN,3.866666667,0,0.066666667,1.533333333,3.933333333,15,1,zien,9.4,0.418439716
KIKKER,3.066666667,0,0.2,1.533333333,4.2,15,1,zien,9,0.466666667
WOLK,0.933333333,0.066666667,0.4,1.533333333,4.133333333,15,1,zien,7.066666667,0.575471698
KAARS,0.2,0,2.333333333,1.533333333,4.133333333,15,1,zien,8.2,0.504065041
HEUVEL,0,0,0,1.533333333,4.4,15,1,zien,5.933333333,0.741573034
KALK,0,0.214285714,1.214285714,1.5,4.071428571,14,0.875,zien,7,0.581632653
KOE,2.266666667,0.266666667,2.6,1.466666667,3.933333333,15,1,zien,10.53333333,0.348101266
BOOT,1.666666667,0,0.6,1.466666667,4,15,1,zien,7.733333333,0.517241379
KLAVER,0.066666667,0.133333333,0.6,1.466666667,3.866666667,15,1,zien,6.133333333,0.619565217
GLOEILAMP,0,0,0,1.466666667,4.2,15,0.9375,zien,5.666666667,0.741176471
HOEVEN,2.9375,0,0.1875,1.4375,3.3125,16,1,zien,7.875,0.420634921
ANKER,0.1875,0,0,1.4375,4.125,16,1,zien,5.75,0.717391304
TYFOON,2.928571429,0.071428571,0.214285714,1.428571429,3.714285714,14,0.933333333,zien,8.357142857,0.435897436
STRIKJE,0,0,0,1.428571429,4.214285714,14,0.933333333,zien,5.642857143,0.746835443
LASSO,0.933333333,0,0,1.4,4.333333333,15,0.9375,zien,6.666666667,0.65
HUIS,0.266666667,0,0.4,1.4,4.333333333,15,1,zien,6.4,0.677083333
BRUG,0.266666667,0,0,1.4,4.266666667,15,1,zien,5.933333333,0.719101124
KROON,0,0,0,1.4,3.8,15,0.9375,zien,5.2,0.730769231
AAP,3,0,0.333333333,1.333333333,4.266666667,15,0.9375,zien,8.933333333,0.47761194
ZESHOEK,0,0,0,1.333333333,4.266666667,15,1,zien,5.6,0.761904762
HAAN,3.875,0.5625,0.75,1.3125,3.9375,16,1,zien,10.4375,0.323353293
MACHINEGEWEER,2.928571429,0,0,1.285714286,3.142857143,14,0.933333333,zien,7.357142857,0.427184466
KWEE,0,0.857142857,1.857142857,1.285714286,2.428571429,7,0.4375,zien,6.428571429,0.377777778
RATELSLANG,2.466666667,0,0.066666667,1.266666667,3.8,15,0.9375,zien,7.6,0.5
POSTER,0.125,0,0.125,1.25,4.375,16,1,zien,5.875,0.744680851
SCOREBORD,0.4,0,0,1.2,4.2,15,0.9375,zien,5.8,0.724137931
VLINDERDAS,0.4,0.266666667,0.266666667,1.2,3.6,15,1,zien,5.733333333,0.581395349
BLOED,0.2,1.066666667,1.466666667,1.2,4.4,15,1,zien,8.333333333,0.504
SPIEGEL,0.133333333,0,0,1.2,4.2,15,1,zien,5.533333333,0.759036145
GRASMAAIER,3.266666667,0,1.666666667,1.133333333,3.533333333,15,1,zien,9.6,0.368055556
LEEUW,2.8,0,0.066666667,1.133333333,4.266666667,15,1,zien,8.266666667,0.516129032
BEER,1.8,0.333333333,0.533333333,1.133333333,4.2,15,0.9375,zien,8,0.483333333
DEN,0.2,0,2.6,1.133333333,3.8,15,1,zien,7.733333333,0.49137931
MARACAS,2.416666667,0.416666667,0.166666667,1.083333333,2.833333333,12,0.8,zien,6.916666667,0.385542169
DOOLHOF,0.642857143,0,0.071428571,1.071428571,4.214285714,14,0.933333333,zien,6,0.702380952
KILT,0,0,0,1.071428571,4.071428571,14,0.875,zien,5.142857143,0.791666667
KINDERWAGEN,0.466666667,0,0,1.066666667,4.066666667,15,1,zien,5.6,0.726190476
KASTEEL,0.333333333,0,0.133333333,1.066666667,3.866666667,15,1,zien,5.4,0.716049383
VIERKANT,0,0,0,1.066666667,4.066666667,15,0.9375,zien,5.133333333,0.792207792
DROGER,2.8,0,0.533333333,1,3.4,15,1,zien,7.733333333,0.439655172
VARKEN,2.133333333,1.666666667,1.333333333,1,3.466666667,15,1,zien,9.6,0.256944444
WEG,1.333333333,0,0.133333333,1,4.2,15,1,zien,6.666666667,0.63
CHINCHILLA,0.384615385,0,0.846153846,1,3,13,0.866666667,zien,5.230769231,0.573529412
DRIEHOEK,0.133333333,0,0,1,4.333333333,15,1,zien,5.466666667,0.792682927
KRUIS,0.133333333,0,0,1,3.866666667,15,1,zien,5,0.773333333
LAK,0.066666667,0,2.466666667,1,3,15,1,zien,6.533333333,0.459183673
OOG,0,0,0,1,4.066666667,15,1,zien,5.066666667,0.802631579
ACACIA,0,0.285714286,2,1,2.857142857,14,0.933333333,zien,6.142857143,0.465116279
MIERIK,0,2.111111111,1.888888889,1,2.555555556,9,0.5625,zien,7.555555556,0.338235294
RECHTHOEK,0,0,0,0.9375,4,16,1,zien,4.9375,0.810126582
WOLF,2.8,0,0.066666667,0.933333333,4.133333333,15,1,zien,7.933333333,0.521008403
VLIEGTUIG,2.733333333,0,0.333333333,0.933333333,4,15,1,zien,8,0.5
KOPER,0.533333333,0.266666667,1.333333333,0.933333333,3.333333333,15,1,zien,6.4,0.479166667
PADDESTOEL,0.2,1.933333333,0.533333333,0.933333333,3.666666667,15,1,zien,7.266666667,0.47706422
MESQUITE,1.2,0,0.4,0.9,2,10,0.666666667,zien,4.5,0.444444444
WINDMOLEN,2.25,0,0,0.875,4,16,1,zien,7.125,0.561403509
EEND,3.2,0.4,0.266666667,0.866666667,3.733333333,15,1,zien,8.466666667,0.409448819
LICHT,0.666666667,0,0.066666667,0.866666667,4.333333333,15,1,zien,5.933333333,0.730337079
AFWASMIDDEL,0.2,0,3.2,0.866666667,3.533333333,15,1,zien,7.8,0.452991453
VLIERBLOESEM,0.133333333,2.066666667,3.133333333,0.866666667,3.266666667,15,1,zien,9.466666667,0.330985915
LANTAARNPAAL,0.066666667,0,0,0.866666667,4.333333333,15,1,zien,5.266666667,0.82278481
KIKKERVISJE,0.142857143,0,0.071428571,0.857142857,3.571428571,14,0.933333333,zien,4.642857143,0.769230769
ZONNEWIJZER,0,0,0,0.857142857,4.357142857,14,0.875,zien,5.214285714,0.835616438
KLOK,3,0,0,0.8,3.933333333,15,1,zien,7.733333333,0.50862069
PIJL,0.666666667,0,0,0.8,3.933333333,15,1,zien,5.4,0.728395062
CIRKEL,0,0,0,0.8,4.066666667,15,1,zien,4.866666667,0.835616438
TATTOO,0.133333333,0,0,0.733333333,4.066666667,15,1,zien,4.933333333,0.824324324
MOTTENBAL,0.076923077,0,1.846153846,0.692307692,2.461538462,13,0.866666667,zien,5.076923077,0.484848485
VIDEO,3.6,0,0,0.6,4.533333333,15,1,zien,8.733333333,0.519083969
RAKET,3.2,0,0.133333333,0.6,4.2,15,0.9375,zien,8.133333333,0.516393443
SKELET,0.066666667,0.133333333,0.133333333,0.6,4.066666667,15,1,zien,5,0.8
CEDER,0,0.5,1.75,0.583333333,2,12,0.8,zien,4.833333333,0.413793103
SCHIMMEL,0,0.75,2.5625,0.5625,3.9375,16,1,zien,7.8125,0.504
KERK,2.133333333,0,0.866666667,0.533333333,4.133333333,15,1,zien,7.666666667,0.539130435
TUNNEL,1.8,0,0.333333333,0.533333333,4.133333333,15,1,zien,6.8,0.607843137
PYRAMIDE,0,0,0,0.533333333,4.266666667,15,1,zien,4.8,0.888888889
FILM,3.533333333,0,0,0.4,4.466666667,15,1,zien,8.4,0.531746032
OLIFANT,3.2,0,0.666666667,0.4,4.533333333,15,1,zien,8.8,0.515151515
UIL,2.666666667,0,0.066666667,0.4,3.666666667,15,1,zien,6.8,0.539215686
BUSKRUIT,2.266666667,0.266666667,1.933333333,0.4,2.466666667,15,1,zien,7.333333333,0.3
STOPLICHT,1.133333333,0,0,0.333333333,4.6,15,1,zien,6.066666667,0.758241758
FOTO,0.533333333,0,0,0.333333333,4.066666667,15,1,zien,4.933333333,0.824324324
SCHETS,0.133333333,0,0,0.333333333,4.133333333,15,1,zien,4.6,0.898550725
INKT,0.066666667,0,1.066666667,0.333333333,3.866666667,15,1,zien,5.333333333,0.725
VUURWERK,3.666666667,0.266666667,1.8,0.266666667,3.733333333,15,1,zien,9.733333333,0.356164384
GRAFFITI,1.266666667,0,1.266666667,0.133333333,4.266666667,15,0.9375,zien,6.933333333,0.615384615
STER,0,0,0,0.0625,4.3125,16,1,zien,4.375,0.985714286
REGENBOOG,0.133333333,0,0,0,4.6,15,1,zien,4.733333333,0.971830986
MAAN,0,0,0,0,4.625,16,1,zien,4.625,1
