"targetWord","sense","score.std","score","maxPercepStrength.std","maxPercepStrength","domSense","sumPercepStrength.std","sumPercepStrength","entropy","modalityExclusivity","length","CDcount","zipf","fpmw","LogFmpw","ortographNeigh","ortographLevenshtein","FAM.std","FAM","AoA.std","AoA","CA.std","CA"
"ronzante","udito",1.548,4.949,1.548,4.949,"udito",-0.274,8.051,0.867,0.611,8,4,1.589,0.031,-1.506,1,1.9,-1.031,3.105,-0.05,4.176,-0.14,5.053
"ronzante","vista",0.435,2.615,1.548,4.949,"udito",-0.274,8.051,0.867,0.611,8,4,1.589,0.031,-1.506,1,1.9,-1.031,3.105,-0.05,4.176,-0.14,5.053
"rosa","gusto",-0.753,0.154,1.579,5,"vista",-1.403,5.667,0.5,0.878,4,1931,4.458,28.838,1.46,45,1,0.879,6.941,-1.553,2.222,0.415,6
"rosa","olfatto",-0.677,0.308,1.579,5,"vista",-1.403,5.667,0.5,0.878,4,1931,4.458,28.838,1.46,45,1,0.879,6.941,-1.553,2.222,0.415,6
"rosa","tatto",-0.736,0.179,1.579,5,"vista",-1.403,5.667,0.5,0.878,4,1931,4.458,28.838,1.46,45,1,0.879,6.941,-1.553,2.222,0.415,6
"rosa","udito",-0.816,0.026,1.579,5,"vista",-1.403,5.667,0.5,0.878,4,1931,4.458,28.838,1.46,45,1,0.879,6.941,-1.553,2.222,0.415,6
"rosa","vista",1.579,5,1.579,5,"vista",-1.403,5.667,0.5,0.878,4,1931,4.458,28.838,1.46,45,1,0.879,6.941,-1.553,2.222,0.415,6
"rosato","gusto",-0.619,0.459,1.52,4.973,"vista",-1.279,6.135,0.696,0.806,6,15,2.12,0.125,-0.904,12,1.35,-0.158,4.632,-0.148,4.059,-0.086,5.105
"rosato","olfatto",-0.601,0.486,1.52,4.973,"vista",-1.279,6.135,0.696,0.806,6,15,2.12,0.125,-0.904,12,1.35,-0.158,4.632,-0.148,4.059,-0.086,5.105
"rosato","tatto",-0.749,0.189,1.52,4.973,"vista",-1.279,6.135,0.696,0.806,6,15,2.12,0.125,-0.904,12,1.35,-0.158,4.632,-0.148,4.059,-0.086,5.105
"rosato","udito",-0.83,0.027,1.52,4.973,"vista",-1.279,6.135,0.696,0.806,6,15,2.12,0.125,-0.904,12,1.35,-0.158,4.632,-0.148,4.059,-0.086,5.105
"rosato","vista",1.52,4.973,1.52,4.973,"vista",-1.279,6.135,0.696,0.806,6,15,2.12,0.125,-0.904,12,1.35,-0.158,4.632,-0.148,4.059,-0.086,5.105
"roseo","gusto",-0.822,0.028,1.519,4.973,"vista",-1.488,5.703,0.53,0.867,5,45,2.606,0.397,-0.401,11,1.25,0.11,5.211,-0.243,3.941,-0.12,5
"roseo","olfatto",-0.677,0.351,1.519,4.973,"vista",-1.488,5.703,0.53,0.867,5,45,2.606,0.397,-0.401,11,1.25,0.11,5.211,-0.243,3.941,-0.12,5
"roseo","tatto",-0.735,0.216,1.519,4.973,"vista",-1.488,5.703,0.53,0.867,5,45,2.606,0.397,-0.401,11,1.25,0.11,5.211,-0.243,3.941,-0.12,5
"roseo","udito",-0.773,0.135,1.519,4.973,"vista",-1.488,5.703,0.53,0.867,5,45,2.606,0.397,-0.401,11,1.25,0.11,5.211,-0.243,3.941,-0.12,5
"roseo","vista",1.519,4.973,1.519,4.973,"vista",-1.488,5.703,0.53,0.867,5,45,2.606,0.397,-0.401,11,1.25,0.11,5.211,-0.243,3.941,-0.12,5
"rossastro","gusto",-0.795,0.235,1.463,5,"vista",-1.793,5.71,0.546,0.85,9,6,1.735,0.047,-1.33,3,2.65,-0.004,5.312,-0.28,3.944,-0.019,5.111
"rossastro","olfatto",-0.812,0.176,1.463,5,"vista",-1.793,5.71,0.546,0.85,9,6,1.735,0.047,-1.33,3,2.65,-0.004,5.312,-0.28,3.944,-0.019,5.111
"rossastro","tatto",-0.822,0.152,1.463,5,"vista",-1.793,5.71,0.546,0.85,9,6,1.735,0.047,-1.33,3,2.65,-0.004,5.312,-0.28,3.944,-0.019,5.111
"rossastro","udito",-0.828,0.147,1.463,5,"vista",-1.793,5.71,0.546,0.85,9,6,1.735,0.047,-1.33,3,2.65,-0.004,5.312,-0.28,3.944,-0.019,5.111
"rossastro","vista",1.463,5,1.463,5,"vista",-1.793,5.71,0.546,0.85,9,6,1.735,0.047,-1.33,3,2.65,-0.004,5.312,-0.28,3.944,-0.019,5.111
"rossiccio","gusto",-0.705,0.256,1.579,5,"vista",-1.5,5.487,0.388,0.911,9,12,2.036,0.101,-0.994,1,2.4,0.016,5.353,-0.08,4.222,0.412,5.944
"rossiccio","olfatto",-0.754,0.154,1.579,5,"vista",-1.5,5.487,0.388,0.911,9,12,2.036,0.101,-0.994,1,2.4,0.016,5.353,-0.08,4.222,0.412,5.944
"rossiccio","tatto",-0.79,0.077,1.579,5,"vista",-1.5,5.487,0.388,0.911,9,12,2.036,0.101,-0.994,1,2.4,0.016,5.353,-0.08,4.222,0.412,5.944
"rossiccio","udito",-0.829,0,1.579,5,"vista",-1.5,5.487,0.388,0.911,9,12,2.036,0.101,-0.994,1,2.4,0.016,5.353,-0.08,4.222,0.412,5.944
"rossiccio","vista",1.579,5,1.579,5,"vista",-1.5,5.487,0.388,0.911,9,12,2.036,0.101,-0.994,1,2.4,0.016,5.353,-0.08,4.222,0.412,5.944
"rosso","gusto",-0.577,0.513,1.561,4.974,"vista",-1.173,6.182,0.741,0.788,5,3725,4.705,50.904,1.707,28,1,1.14,6.944,-1.78,2.1,1.02,6.842
"rosso","olfatto",-0.681,0.308,1.561,4.974,"vista",-1.173,6.182,0.741,0.788,5,3725,4.705,50.904,1.707,28,1,1.14,6.944,-1.78,2.1,1.02,6.842
"rosso","tatto",-0.693,0.282,1.561,4.974,"vista",-1.173,6.182,0.741,0.788,5,3725,4.705,50.904,1.707,28,1,1.14,6.944,-1.78,2.1,1.02,6.842
"rosso","udito",-0.782,0.105,1.561,4.974,"vista",-1.173,6.182,0.741,0.788,5,3725,4.705,50.904,1.707,28,1,1.14,6.944,-1.78,2.1,1.02,6.842
"rosso","vista",1.561,4.974,1.561,4.974,"vista",-1.173,6.182,0.741,0.788,5,3725,4.705,50.904,1.707,28,1,1.14,6.944,-1.78,2.1,1.02,6.842
"rotato","gusto",-0.81,0.026,1.134,4.105,"vista",-0.484,7.658,0.976,0.533,6,NA,NA,NA,NA,11,1.1,-1.291,2.611,0.516,5.278,-1.037,3.158
"rotato","olfatto",-0.773,0.105,1.134,4.105,"vista",-0.484,7.658,0.976,0.533,6,NA,NA,NA,NA,11,1.1,-1.291,2.611,0.516,5.278,-1.037,3.158
"rotato","tatto",0.518,2.842,1.134,4.105,"vista",-0.484,7.658,0.976,0.533,6,NA,NA,NA,NA,11,1.1,-1.291,2.611,0.516,5.278,-1.037,3.158
"rotato","udito",-0.553,0.579,1.134,4.105,"vista",-0.484,7.658,0.976,0.533,6,NA,NA,NA,NA,11,1.1,-1.291,2.611,0.516,5.278,-1.037,3.158
"rotato","vista",1.134,4.105,1.134,4.105,"vista",-0.484,7.658,0.976,0.533,6,NA,NA,NA,NA,11,1.1,-1.291,2.611,0.516,5.278,-1.037,3.158
"rotondo","gusto",-0.575,0.59,1.555,4.923,"vista",1.086,10.949,1.149,0.422,7,106,2.983,0.958,-0.018,7,1.6,0.938,6.684,-1.02,2.882,0.62,6.316
"rotondo","olfatto",-0.687,0.308,1.555,4.923,"vista",1.086,10.949,1.149,0.422,7,106,2.983,0.958,-0.018,7,1.6,0.938,6.684,-1.02,2.882,0.62,6.316
"rotondo","tatto",1.33,4.487,1.555,4.923,"vista",1.086,10.949,1.149,0.422,7,106,2.983,0.958,-0.018,7,1.6,0.938,6.684,-1.02,2.882,0.62,6.316
"rotondo","udito",-0.538,0.641,1.555,4.923,"vista",1.086,10.949,1.149,0.422,7,106,2.983,0.958,-0.018,7,1.6,0.938,6.684,-1.02,2.882,0.62,6.316
"rotondo","vista",1.555,4.923,1.555,4.923,"vista",1.086,10.949,1.149,0.422,7,106,2.983,0.958,-0.018,7,1.6,0.938,6.684,-1.02,2.882,0.62,6.316
"rotto","gusto",-0.796,0.108,1.426,4.784,"vista",1.251,11.541,1.174,0.405,5,4544,4.729,53.748,1.73,31,1,0.959,6.611,-1.818,2,0.898,6.632
"rotto","olfatto",-0.739,0.216,1.426,4.784,"vista",1.251,11.541,1.174,0.405,5,4544,4.729,53.748,1.73,31,1,0.959,6.611,-1.818,2,0.898,6.632
"rotto","tatto",1.095,4.108,1.426,4.784,"vista",1.251,11.541,1.174,0.405,5,4544,4.729,53.748,1.73,31,1,0.959,6.611,-1.818,2,0.898,6.632
"rotto","udito",0.265,2.324,1.426,4.784,"vista",1.251,11.541,1.174,0.405,5,4544,4.729,53.748,1.73,31,1,0.959,6.611,-1.818,2,0.898,6.632
"rotto","vista",1.426,4.784,1.426,4.784,"vista",1.251,11.541,1.174,0.405,5,4544,4.729,53.748,1.73,31,1,0.959,6.611,-1.818,2,0.898,6.632
"rovente","gusto",-0.138,1.487,1.475,4.718,"tatto",0.964,10.692,1.357,0.386,7,106,2.987,0.966,-0.015,4,1.8,0.073,4.889,0.004,4.6,0.353,5.526
"rovente","olfatto",-0.438,0.872,1.475,4.718,"tatto",0.964,10.692,1.357,0.386,7,106,2.987,0.966,-0.015,4,1.8,0.073,4.889,0.004,4.6,0.353,5.526
"rovente","tatto",1.475,4.718,1.475,4.718,"tatto",0.964,10.692,1.357,0.386,7,106,2.987,0.966,-0.015,4,1.8,0.073,4.889,0.004,4.6,0.353,5.526
"rovente","udito",-0.567,0.59,1.475,4.718,"tatto",0.964,10.692,1.357,0.386,7,106,2.987,0.966,-0.015,4,1.8,0.073,4.889,0.004,4.6,0.353,5.526
"rovente","vista",0.632,3.026,1.475,4.718,"tatto",0.964,10.692,1.357,0.386,7,106,2.987,0.966,-0.015,4,1.8,0.073,4.889,0.004,4.6,0.353,5.526
"rubino","gusto",-0.82,0.051,1.585,4.974,"vista",-1.379,5.692,0.515,0.865,6,134,3.296,1.979,0.296,5,1.7,-0.752,3.444,0.161,4.85,-0.275,4.526
"rubino","olfatto",-0.771,0.103,1.585,4.974,"vista",-1.379,5.692,0.515,0.865,6,134,3.296,1.979,0.296,5,1.7,-0.752,3.444,0.161,4.85,-0.275,4.526
"rubino","tatto",-0.613,0.436,1.585,4.974,"vista",-1.379,5.692,0.515,0.865,6,134,3.296,1.979,0.296,5,1.7,-0.752,3.444,0.161,4.85,-0.275,4.526
"rubino","udito",-0.76,0.128,1.585,4.974,"vista",-1.379,5.692,0.515,0.865,6,134,3.296,1.979,0.296,5,1.7,-0.752,3.444,0.161,4.85,-0.275,4.526
"rubino","vista",1.585,4.974,1.585,4.974,"vista",-1.379,5.692,0.515,0.865,6,134,3.296,1.979,0.296,5,1.7,-0.752,3.444,0.161,4.85,-0.275,4.526
"rumoroso","gusto",-0.829,0,1.561,4.974,"udito",-0.524,7.564,0.854,0.658,8,247,3.315,2.065,0.315,8,1.55,0.559,6,-1.054,2.824,0.603,6.316
"rumoroso","olfatto",-0.804,0.051,1.561,4.974,"udito",-0.524,7.564,0.854,0.658,8,247,3.315,2.065,0.315,8,1.55,0.559,6,-1.054,2.824,0.603,6.316
"rumoroso","tatto",-0.562,0.564,1.561,4.974,"udito",-0.524,7.564,0.854,0.658,8,247,3.315,2.065,0.315,8,1.55,0.559,6,-1.054,2.824,0.603,6.316
"rumoroso","udito",1.561,4.974,1.561,4.974,"udito",-0.524,7.564,0.854,0.658,8,247,3.315,2.065,0.315,8,1.55,0.559,6,-1.054,2.824,0.603,6.316
"rumoroso","vista",0.11,1.974,1.561,4.974,"udito",-0.524,7.564,0.854,0.658,8,247,3.315,2.065,0.315,8,1.55,0.559,6,-1.054,2.824,0.603,6.316
"ruvido","gusto",-0.446,0.821,1.594,4.974,"tatto",0.891,10.462,1.197,0.458,6,47,2.622,0.413,-0.384,5,1.7,0.569,5.889,-0.772,3.5,0.72,6.316
"ruvido","olfatto",-0.747,0.179,1.594,4.974,"tatto",0.891,10.462,1.197,0.458,6,47,2.622,0.413,-0.384,5,1.7,0.569,5.889,-0.772,3.5,0.72,6.316
"ruvido","tatto",1.594,4.974,1.594,4.974,"tatto",0.891,10.462,1.197,0.458,6,47,2.622,0.413,-0.384,5,1.7,0.569,5.889,-0.772,3.5,0.72,6.316
"ruvido","udito",-0.411,0.872,1.594,4.974,"tatto",0.891,10.462,1.197,0.458,6,47,2.622,0.413,-0.384,5,1.7,0.569,5.889,-0.772,3.5,0.72,6.316
"ruvido","vista",0.902,3.615,1.594,4.974,"tatto",0.891,10.462,1.197,0.458,6,47,2.622,0.413,-0.384,5,1.7,0.569,5.889,-0.772,3.5,0.72,6.316
"sabbioso","gusto",-0.264,1.412,1.33,4.735,"tatto",1.231,12.235,1.307,0.353,8,18,2.321,0.203,-0.693,4,1.95,0.14,5.263,-0.484,3.588,0.058,5.278
"sabbioso","olfatto",-0.699,0.412,1.33,4.735,"tatto",1.231,12.235,1.307,0.353,8,18,2.321,0.203,-0.693,4,1.95,0.14,5.263,-0.484,3.588,0.058,5.278
"sabbioso","tatto",1.33,4.735,1.33,4.735,"tatto",1.231,12.235,1.307,0.353,8,18,2.321,0.203,-0.693,4,1.95,0.14,5.263,-0.484,3.588,0.058,5.278
"sabbioso","udito",-0.419,1.029,1.33,4.735,"tatto",1.231,12.235,1.307,0.353,8,18,2.321,0.203,-0.693,4,1.95,0.14,5.263,-0.484,3.588,0.058,5.278
"sabbioso","vista",1.283,4.647,1.33,4.735,"tatto",1.231,12.235,1.307,0.353,8,18,2.321,0.203,-0.693,4,1.95,0.14,5.263,-0.484,3.588,0.058,5.278
"saggio","gusto",-0.897,0.03,0.792,3.636,"udito",-1.586,6.308,0.879,0.572,6,1334,4.172,14.898,1.173,14,1.15,0.794,6.421,-0.195,4,0.137,5.526
"saggio","olfatto",-0.85,0.121,0.792,3.636,"udito",-1.586,6.308,0.879,0.572,6,1334,4.172,14.898,1.173,14,1.15,0.794,6.421,-0.195,4,0.137,5.526
"saggio","tatto",-0.824,0.156,0.792,3.636,"udito",-1.586,6.308,0.879,0.572,6,1334,4.172,14.898,1.173,14,1.15,0.794,6.421,-0.195,4,0.137,5.526
"saggio","udito",0.792,3.636,0.792,3.636,"udito",-1.586,6.308,0.879,0.572,6,1334,4.172,14.898,1.173,14,1.15,0.794,6.421,-0.195,4,0.137,5.526
"saggio","vista",0.194,2.364,0.792,3.636,"udito",-1.586,6.308,0.879,0.572,6,1334,4.172,14.898,1.173,14,1.15,0.794,6.421,-0.195,4,0.137,5.526
"salato","gusto",1.569,4.949,1.569,4.949,"gusto",-0.423,7.719,1.045,0.634,6,178,3.208,1.613,0.208,16,1,0.879,6.941,-1.092,2.778,0.923,6.833
"salato","olfatto",-0.209,1.256,1.569,4.949,"gusto",-0.423,7.719,1.045,0.634,6,178,3.208,1.613,0.208,16,1,0.879,6.941,-1.092,2.778,0.923,6.833
"salato","tatto",-0.618,0.436,1.569,4.949,"gusto",-0.423,7.719,1.045,0.634,6,178,3.208,1.613,0.208,16,1,0.879,6.941,-1.092,2.778,0.923,6.833
"salato","udito",-0.823,0.053,1.569,4.949,"gusto",-0.423,7.719,1.045,0.634,6,178,3.208,1.613,0.208,16,1,0.879,6.941,-1.092,2.778,0.923,6.833
"salato","vista",-0.342,1.026,1.569,4.949,"gusto",-0.423,7.719,1.045,0.634,6,178,3.208,1.613,0.208,16,1,0.879,6.941,-1.092,2.778,0.923,6.833
"saldo","gusto",-0.883,0.026,1.116,4.256,"tatto",-0.189,9.026,1.017,0.469,5,271,3.384,2.423,0.384,23,1,0.284,5.526,0.417,4.824,-0.16,4.944
"saldo","olfatto",-0.838,0.103,1.116,4.256,"tatto",-0.189,9.026,1.017,0.469,5,271,3.384,2.423,0.384,23,1,0.284,5.526,0.417,4.824,-0.16,4.944
"saldo","tatto",1.116,4.256,1.116,4.256,"tatto",-0.189,9.026,1.017,0.469,5,271,3.384,2.423,0.384,23,1,0.284,5.526,0.417,4.824,-0.16,4.944
"saldo","udito",-0.45,0.897,1.116,4.256,"tatto",-0.189,9.026,1.017,0.469,5,271,3.384,2.423,0.384,23,1,0.284,5.526,0.417,4.824,-0.16,4.944
"saldo","vista",0.867,3.744,1.116,4.256,"tatto",-0.189,9.026,1.017,0.469,5,271,3.384,2.423,0.384,23,1,0.284,5.526,0.417,4.824,-0.16,4.944
"salmastro","gusto",0.732,3.289,0.732,3.289,"gusto",0.808,10.427,1.439,0.282,9,3,1.492,0.023,-1.631,3,2.65,-0.749,3.526,0.911,5.529,-0.653,4.158
"salmastro","olfatto",0.519,2.865,0.732,3.289,"gusto",0.808,10.427,1.439,0.282,9,3,1.492,0.023,-1.631,3,2.65,-0.749,3.526,0.911,5.529,-0.653,4.158
"salmastro","tatto",-0.214,1.289,0.732,3.289,"gusto",0.808,10.427,1.439,0.282,9,3,1.492,0.023,-1.631,3,2.65,-0.749,3.526,0.911,5.529,-0.653,4.158
"salmastro","udito",-0.662,0.351,0.732,3.289,"gusto",0.808,10.427,1.439,0.282,9,3,1.492,0.023,-1.631,3,2.65,-0.749,3.526,0.911,5.529,-0.653,4.158
"salmastro","vista",0.434,2.632,0.732,3.289,"gusto",0.808,10.427,1.439,0.282,9,3,1.492,0.023,-1.631,3,2.65,-0.749,3.526,0.911,5.529,-0.653,4.158
"sanguinante","gusto",0.04,1.892,1.531,4.972,"vista",1.324,11.702,1.419,0.381,11,153,3.115,1.301,0.114,1,2.25,0.462,5.722,-0.521,3.8,0.548,5.947
"sanguinante","olfatto",0.119,2.054,1.531,4.972,"vista",1.324,11.702,1.419,0.381,11,153,3.115,1.301,0.114,1,2.25,0.462,5.722,-0.521,3.8,0.548,5.947
"sanguinante","tatto",0.223,2.27,1.531,4.972,"vista",1.324,11.702,1.419,0.381,11,153,3.115,1.301,0.114,1,2.25,0.462,5.722,-0.521,3.8,0.548,5.947
"sanguinante","udito",-0.589,0.514,1.531,4.972,"vista",1.324,11.702,1.419,0.381,11,153,3.115,1.301,0.114,1,2.25,0.462,5.722,-0.521,3.8,0.548,5.947
"sanguinante","vista",1.531,4.972,1.531,4.972,"vista",1.324,11.702,1.419,0.381,11,153,3.115,1.301,0.114,1,2.25,0.462,5.722,-0.521,3.8,0.548,5.947
"saponoso","gusto",0.056,1.846,0.885,3.59,"vista",1.528,11.872,1.416,0.287,8,NA,NA,NA,NA,1,2.65,-1.249,2.556,0.033,4.55,-0.823,3.421
"saponoso","olfatto",0.573,2.923,0.885,3.59,"vista",1.528,11.872,1.416,0.287,8,NA,NA,NA,NA,1,2.65,-1.249,2.556,0.033,4.55,-0.823,3.421
"saponoso","tatto",0.773,3.333,0.885,3.59,"vista",1.528,11.872,1.416,0.287,8,NA,NA,NA,NA,1,2.65,-1.249,2.556,0.033,4.55,-0.823,3.421
"saponoso","udito",-0.759,0.179,0.885,3.59,"vista",1.528,11.872,1.416,0.287,8,NA,NA,NA,NA,1,2.65,-1.249,2.556,0.033,4.55,-0.823,3.421
"saponoso","vista",0.885,3.59,0.885,3.59,"vista",1.528,11.872,1.416,0.287,8,NA,NA,NA,NA,1,2.65,-1.249,2.556,0.033,4.55,-0.823,3.421
"saporito","gusto",1.565,4.974,1.565,4.974,"gusto",1.685,12.154,1.296,0.388,8,101,2.935,0.857,-0.067,5,1.7,0.657,6.211,-0.491,3.588,0.688,6.421
"saporito","olfatto",0.889,3.59,1.565,4.974,"gusto",1.685,12.154,1.296,0.388,8,101,2.935,0.857,-0.067,5,1.7,0.657,6.211,-0.491,3.588,0.688,6.421
"saporito","tatto",-0.524,0.641,1.565,4.974,"gusto",1.685,12.154,1.296,0.388,8,101,2.935,0.857,-0.067,5,1.7,0.657,6.211,-0.491,3.588,0.688,6.421
"saporito","udito",-0.706,0.256,1.565,4.974,"gusto",1.685,12.154,1.296,0.388,8,101,2.935,0.857,-0.067,5,1.7,0.657,6.211,-0.491,3.588,0.688,6.421
"saporito","vista",0.462,2.692,1.565,4.974,"gusto",1.685,12.154,1.296,0.388,8,101,2.935,0.857,-0.067,5,1.7,0.657,6.211,-0.491,3.588,0.688,6.421
"sassoso","gusto",-0.748,0.184,1.436,4.737,"vista",1.067,10.947,1.14,0.421,7,4,1.589,0.031,-1.506,2,1.85,-0.859,3.389,-0.24,4.211,-0.606,3.842
"sassoso","olfatto",-0.768,0.132,1.436,4.737,"vista",1.067,10.947,1.14,0.421,7,4,1.589,0.031,-1.506,2,1.85,-0.859,3.389,-0.24,4.211,-0.606,3.842
"sassoso","tatto",1.182,4.211,1.436,4.737,"vista",1.067,10.947,1.14,0.421,7,4,1.589,0.031,-1.506,2,1.85,-0.859,3.389,-0.24,4.211,-0.606,3.842
"sassoso","udito",-0.035,1.684,1.436,4.737,"vista",1.067,10.947,1.14,0.421,7,4,1.589,0.031,-1.506,2,1.85,-0.859,3.389,-0.24,4.211,-0.606,3.842
"sassoso","vista",1.436,4.737,1.436,4.737,"vista",1.067,10.947,1.14,0.421,7,4,1.589,0.031,-1.506,2,1.85,-0.859,3.389,-0.24,4.211,-0.606,3.842
"saturo","gusto",-0.148,1.656,0.812,3.719,"vista",-0.07,9.719,1.515,0.264,6,24,2.305,0.195,-0.71,9,1.4,-0.069,4.667,1.087,6.25,-0.402,4.263
"saturo","olfatto",-0.2,1.562,0.812,3.719,"vista",-0.07,9.719,1.515,0.264,6,24,2.305,0.195,-0.71,9,1.4,-0.069,4.667,1.087,6.25,-0.402,4.263
"saturo","tatto",-0.151,1.625,0.812,3.719,"vista",-0.07,9.719,1.515,0.264,6,24,2.305,0.195,-0.71,9,1.4,-0.069,4.667,1.087,6.25,-0.402,4.263
"saturo","udito",-0.383,1.156,0.812,3.719,"vista",-0.07,9.719,1.515,0.264,6,24,2.305,0.195,-0.71,9,1.4,-0.069,4.667,1.087,6.25,-0.402,4.263
"saturo","vista",0.812,3.719,0.812,3.719,"vista",-0.07,9.719,1.515,0.264,6,24,2.305,0.195,-0.71,9,1.4,-0.069,4.667,1.087,6.25,-0.402,4.263
"sbagliato","gusto",-0.075,1.818,0.597,3.212,"vista",0.827,11.603,1.573,0.138,9,8240,5.039,109.935,2.041,17,1,0.849,6.882,-1.225,2.611,0.446,6.056
"sbagliato","olfatto",-0.173,1.606,0.597,3.212,"vista",0.827,11.603,1.573,0.138,9,8240,5.039,109.935,2.041,17,1,0.849,6.882,-1.225,2.611,0.446,6.056
"sbagliato","tatto",0.035,2.061,0.597,3.212,"vista",0.827,11.603,1.573,0.138,9,8240,5.039,109.935,2.041,17,1,0.849,6.882,-1.225,2.611,0.446,6.056
"sbagliato","udito",0.443,2.906,0.597,3.212,"vista",0.827,11.603,1.573,0.138,9,8240,5.039,109.935,2.041,17,1,0.849,6.882,-1.225,2.611,0.446,6.056
"sbagliato","vista",0.597,3.212,0.597,3.212,"vista",0.827,11.603,1.573,0.138,9,8240,5.039,109.935,2.041,17,1,0.849,6.882,-1.225,2.611,0.446,6.056
"sbiadito","gusto",-0.748,0.132,1.435,4.667,"vista",-1.486,5.401,0.576,0.845,8,52,2.709,0.506,-0.295,3,2.4,0.648,6.529,0.2,4.611,0.33,5.778
"sbiadito","olfatto",-0.771,0.103,1.435,4.667,"vista",-1.486,5.401,0.576,0.845,8,52,2.709,0.506,-0.295,3,2.4,0.648,6.529,0.2,4.611,0.33,5.778
"sbiadito","tatto",-0.694,0.237,1.435,4.667,"vista",-1.486,5.401,0.576,0.845,8,52,2.709,0.506,-0.295,3,2.4,0.648,6.529,0.2,4.611,0.33,5.778
"sbiadito","udito",-0.707,0.263,1.435,4.667,"vista",-1.486,5.401,0.576,0.845,8,52,2.709,0.506,-0.295,3,2.4,0.648,6.529,0.2,4.611,0.33,5.778
"sbiadito","vista",1.435,4.667,1.435,4.667,"vista",-1.486,5.401,0.576,0.845,8,52,2.709,0.506,-0.295,3,2.4,0.648,6.529,0.2,4.611,0.33,5.778
"sbilenco","gusto",-0.895,0.031,1.333,4.75,"vista",-0.845,7.812,0.859,0.604,8,12,2.191,0.148,-0.83,1,2.4,-0.456,4,0.286,5.1,-0.69,3.737
"sbilenco","olfatto",-0.892,0.031,1.333,4.75,"vista",-0.845,7.812,0.859,0.604,8,12,2.191,0.148,-0.83,1,2.4,-0.456,4,0.286,5.1,-0.69,3.737
"sbilenco","tatto",0.335,2.625,1.333,4.75,"vista",-0.845,7.812,0.859,0.604,8,12,2.191,0.148,-0.83,1,2.4,-0.456,4,0.286,5.1,-0.69,3.737
"sbilenco","udito",-0.726,0.375,1.333,4.75,"vista",-0.845,7.812,0.859,0.604,8,12,2.191,0.148,-0.83,1,2.4,-0.456,4,0.286,5.1,-0.69,3.737
"sbilenco","vista",1.333,4.75,1.333,4.75,"vista",-0.845,7.812,0.859,0.604,8,12,2.191,0.148,-0.83,1,2.4,-0.456,4,0.286,5.1,-0.69,3.737
"sbriciolabile","gusto",0.018,1.769,1.405,4.667,"tatto",1.864,12.59,1.393,0.334,13,NA,NA,NA,NA,0,3.65,-1.178,2.842,-0.083,4.125,-0.664,4.158
"sbriciolabile","olfatto",-0.608,0.462,1.405,4.667,"tatto",1.864,12.59,1.393,0.334,13,NA,NA,NA,NA,0,3.65,-1.178,2.842,-0.083,4.125,-0.664,4.158
"sbriciolabile","tatto",1.405,4.667,1.405,4.667,"tatto",1.864,12.59,1.393,0.334,13,NA,NA,NA,NA,0,3.65,-1.178,2.842,-0.083,4.125,-0.664,4.158
"sbriciolabile","udito",-0.067,1.615,1.405,4.667,"tatto",1.864,12.59,1.393,0.334,13,NA,NA,NA,NA,0,3.65,-1.178,2.842,-0.083,4.125,-0.664,4.158
"sbriciolabile","vista",1.116,4.077,1.405,4.667,"tatto",1.864,12.59,1.393,0.334,13,NA,NA,NA,NA,0,3.65,-1.178,2.842,-0.083,4.125,-0.664,4.158
"sbrilluccicante","gusto",-0.815,0.054,1.444,4.811,"vista",-1.489,5.703,0.604,0.834,15,NA,NA,NA,NA,1,4.8,-0.78,4,-0.047,4.353,-0.395,4.5
"sbrilluccicante","olfatto",-0.787,0.108,1.444,4.811,"vista",-1.489,5.703,0.604,0.834,15,NA,NA,NA,NA,1,4.8,-0.78,4,-0.047,4.353,-0.395,4.5
"sbrilluccicante","tatto",-0.6,0.514,1.444,4.811,"vista",-1.489,5.703,0.604,0.834,15,NA,NA,NA,NA,1,4.8,-0.78,4,-0.047,4.353,-0.395,4.5
"sbrilluccicante","udito",-0.73,0.216,1.444,4.811,"vista",-1.489,5.703,0.604,0.834,15,NA,NA,NA,NA,1,4.8,-0.78,4,-0.047,4.353,-0.395,4.5
"sbrilluccicante","vista",1.444,4.811,1.444,4.811,"vista",-1.489,5.703,0.604,0.834,15,NA,NA,NA,NA,1,4.8,-0.78,4,-0.047,4.353,-0.395,4.5
"scampanellante","gusto",-0.847,0,1.497,4.944,"udito",-0.272,8.417,0.884,0.587,14,NA,NA,NA,NA,0,3.6,-1.488,2.333,-0.013,4.6,-1.218,2.789
"scampanellante","olfatto",-0.847,0,1.497,4.944,"udito",-0.272,8.417,0.884,0.587,14,NA,NA,NA,NA,0,3.6,-1.488,2.333,-0.013,4.6,-1.218,2.789
"scampanellante","tatto",-0.519,0.694,1.497,4.944,"udito",-0.272,8.417,0.884,0.587,14,NA,NA,NA,NA,0,3.6,-1.488,2.333,-0.013,4.6,-1.218,2.789
"scampanellante","udito",1.497,4.944,1.497,4.944,"udito",-0.272,8.417,0.884,0.587,14,NA,NA,NA,NA,0,3.6,-1.488,2.333,-0.013,4.6,-1.218,2.789
"scampanellante","vista",0.444,2.778,1.497,4.944,"udito",-0.272,8.417,0.884,0.587,14,NA,NA,NA,NA,0,3.6,-1.488,2.333,-0.013,4.6,-1.218,2.789
