"targetWord","sense","score.std","score","maxPercepStrength.std","maxPercepStrength","domSense","sumPercepStrength.std","sumPercepStrength","entropy","modalityExclusivity","length","CDcount","zipf","fpmw","LogFmpw","ortographNeigh","ortographLevenshtein","FAM.std","FAM","AoA.std","AoA","CA.std","CA"
"abbagliante","gusto",-0.846,0.1,1.462,4.925,"vista",-1.854,5.45,0.44,0.894,11,49,2.689,0.483,-0.316,1,2.3,0.348,6,-0.098,4.167,0.464,6
"abbagliante","olfatto",-0.869,0.05,1.462,4.925,"vista",-1.854,5.45,0.44,0.894,11,49,2.689,0.483,-0.316,1,2.3,0.348,6,-0.098,4.167,0.464,6
"abbagliante","tatto",-0.795,0.2,1.462,4.925,"vista",-1.854,5.45,0.44,0.894,11,49,2.689,0.483,-0.316,1,2.3,0.348,6,-0.098,4.167,0.464,6
"abbagliante","udito",-0.808,0.175,1.462,4.925,"vista",-1.854,5.45,0.44,0.894,11,49,2.689,0.483,-0.316,1,2.3,0.348,6,-0.098,4.167,0.464,6
"abbagliante","vista",1.462,4.925,1.462,4.925,"vista",-1.854,5.45,0.44,0.894,11,49,2.689,0.483,-0.316,1,2.3,0.348,6,-0.098,4.167,0.464,6
"abbrustolito","gusto",1.209,4.471,1.209,4.471,"gusto",2.707,15.337,1.416,0.257,12,15,2.12,0.125,-0.904,3,2.75,0.048,5.105,-0.072,4.118,0.298,5.722
"abbrustolito","olfatto",1.194,4.455,1.209,4.471,"gusto",2.707,15.337,1.416,0.257,12,15,2.12,0.125,-0.904,3,2.75,0.048,5.105,-0.072,4.118,0.298,5.722
"abbrustolito","tatto",-0.232,1.441,1.209,4.471,"gusto",2.707,15.337,1.416,0.257,12,15,2.12,0.125,-0.904,3,2.75,0.048,5.105,-0.072,4.118,0.298,5.722
"abbrustolito","udito",-0.645,0.529,1.209,4.471,"gusto",2.707,15.337,1.416,0.257,12,15,2.12,0.125,-0.904,3,2.75,0.048,5.105,-0.072,4.118,0.298,5.722
"abbrustolito","vista",1.182,4.441,1.209,4.471,"gusto",2.707,15.337,1.416,0.257,12,15,2.12,0.125,-0.904,3,2.75,0.048,5.105,-0.072,4.118,0.298,5.722
"abrasivo","gusto",-0.692,0.425,1.147,4.308,"tatto",0.334,10.15,1.276,0.383,8,3,1.492,0.023,-1.631,3,2.4,-0.542,3.944,1.182,6.45,-0.789,3.579
"abrasivo","olfatto",-0.568,0.692,1.147,4.308,"tatto",0.334,10.15,1.276,0.383,8,3,1.492,0.023,-1.631,3,2.4,-0.542,3.944,1.182,6.45,-0.789,3.579
"abrasivo","tatto",1.147,4.308,1.147,4.308,"tatto",0.334,10.15,1.276,0.383,8,3,1.492,0.023,-1.631,3,2.4,-0.542,3.944,1.182,6.45,-0.789,3.579
"abrasivo","udito",-0.418,1,1.147,4.308,"tatto",0.334,10.15,1.276,0.383,8,3,1.492,0.023,-1.631,3,2.4,-0.542,3.944,1.182,6.45,-0.789,3.579
"abrasivo","vista",0.864,3.725,1.147,4.308,"tatto",0.334,10.15,1.276,0.383,8,3,1.492,0.023,-1.631,3,2.4,-0.542,3.944,1.182,6.45,-0.789,3.579
"accecante","gusto",-0.829,0,1.553,4.974,"vista",-1.55,5.39,0.338,0.923,9,85,2.886,0.764,-0.117,2,2,0.088,4.944,-0.135,4.4,0.486,5.842
"accecante","olfatto",-0.816,0.026,1.553,4.974,"vista",-1.55,5.39,0.338,0.923,9,85,2.886,0.764,-0.117,2,2,0.088,4.944,-0.135,4.4,0.486,5.842
"accecante","tatto",-0.703,0.237,1.553,4.974,"vista",-1.55,5.39,0.338,0.923,9,85,2.886,0.764,-0.117,2,2,0.088,4.944,-0.135,4.4,0.486,5.842
"accecante","udito",-0.756,0.154,1.553,4.974,"vista",-1.55,5.39,0.338,0.923,9,85,2.886,0.764,-0.117,2,2,0.088,4.944,-0.135,4.4,0.486,5.842
"accecante","vista",1.553,4.974,1.553,4.974,"vista",-1.55,5.39,0.338,0.923,9,85,2.886,0.764,-0.117,2,2,0.088,4.944,-0.135,4.4,0.486,5.842
"acerbo","gusto",1.399,4.879,1.399,4.879,"gusto",1.021,11.761,1.338,0.397,6,15,2.169,0.14,-0.853,3,1.8,0.143,5.211,0.192,4.471,0.463,6.053
"acerbo","olfatto",0.217,2.353,1.399,4.879,"gusto",1.021,11.761,1.338,0.397,6,15,2.169,0.14,-0.853,3,1.8,0.143,5.211,0.192,4.471,0.463,6.053
"acerbo","tatto",-0.371,1.147,1.399,4.879,"gusto",1.021,11.761,1.338,0.397,6,15,2.169,0.14,-0.853,3,1.8,0.143,5.211,0.192,4.471,0.463,6.053
"acerbo","udito",-0.806,0.206,1.399,4.879,"gusto",1.021,11.761,1.338,0.397,6,15,2.169,0.14,-0.853,3,1.8,0.143,5.211,0.192,4.471,0.463,6.053
"acerbo","vista",0.583,3.176,1.399,4.879,"gusto",1.021,11.761,1.338,0.397,6,15,2.169,0.14,-0.853,3,1.8,0.143,5.211,0.192,4.471,0.463,6.053
"acetato","gusto",1.113,4.263,1.113,4.263,"gusto",0.296,10.105,1.163,0.414,7,11,2.066,0.109,-0.962,1,1.8,-0.735,4.118,0.811,5.529,-0.689,4
"acetato","olfatto",0.967,3.921,1.113,4.263,"gusto",0.296,10.105,1.163,0.414,7,11,2.066,0.109,-0.962,1,1.8,-0.735,4.118,0.811,5.529,-0.689,4
"acetato","tatto",-0.751,0.316,1.113,4.263,"gusto",0.296,10.105,1.163,0.414,7,11,2.066,0.109,-0.962,1,1.8,-0.735,4.118,0.811,5.529,-0.689,4
"acetato","udito",-0.862,0.079,1.113,4.263,"gusto",0.296,10.105,1.163,0.414,7,11,2.066,0.109,-0.962,1,1.8,-0.735,4.118,0.811,5.529,-0.689,4
"acetato","vista",-0.171,1.526,1.113,4.263,"gusto",0.296,10.105,1.163,0.414,7,11,2.066,0.109,-0.962,1,1.8,-0.735,4.118,0.811,5.529,-0.689,4
"acido","gusto",1.463,5,1.463,5,"gusto",0.7,11.059,1.266,0.426,5,740,3.953,9,0.954,13,1,0.599,6.412,-0.646,3.389,0.763,6.611
"acido","olfatto",0.732,3.471,1.463,5,"gusto",0.7,11.059,1.266,0.426,5,740,3.953,9,0.954,13,1,0.599,6.412,-0.646,3.389,0.763,6.611
"acido","tatto",-0.612,0.618,1.463,5,"gusto",0.7,11.059,1.266,0.426,5,740,3.953,9,0.954,13,1,0.599,6.412,-0.646,3.389,0.763,6.611
"acido","udito",-0.763,0.294,1.463,5,"gusto",0.7,11.059,1.266,0.426,5,740,3.953,9,0.954,13,1,0.599,6.412,-0.646,3.389,0.763,6.611
"acido","vista",-0.119,1.676,1.463,5,"gusto",0.7,11.059,1.266,0.426,5,740,3.953,9,0.954,13,1,0.599,6.412,-0.646,3.389,0.763,6.611
"acidulo","gusto",1.419,4.821,1.419,4.821,"gusto",0.305,10.021,1.197,0.464,7,3,1.492,0.023,-1.631,0,2.7,-0.57,3.722,0.434,5.3,-0.672,3.842
"acidulo","olfatto",0.673,3.3,1.419,4.821,"gusto",0.305,10.021,1.197,0.464,7,3,1.492,0.023,-1.631,0,2.7,-0.57,3.722,0.434,5.3,-0.672,3.842
"acidulo","tatto",-0.806,0.175,1.419,4.821,"gusto",0.305,10.021,1.197,0.464,7,3,1.492,0.023,-1.631,0,2.7,-0.57,3.722,0.434,5.3,-0.672,3.842
"acidulo","udito",-0.652,0.525,1.419,4.821,"gusto",0.305,10.021,1.197,0.464,7,3,1.492,0.023,-1.631,0,2.7,-0.57,3.722,0.434,5.3,-0.672,3.842
"acidulo","vista",-0.329,1.2,1.419,4.821,"gusto",0.305,10.021,1.197,0.464,7,3,1.492,0.023,-1.631,0,2.7,-0.57,3.722,0.434,5.3,-0.672,3.842
"acre","gusto",0.766,3.333,0.875,3.59,"olfatto",-0.144,8.37,1.141,0.416,4,32,2.503,0.312,-0.506,26,1,-0.55,4.353,0.974,5.688,-0.784,3.778
"acre","olfatto",0.875,3.59,0.875,3.59,"olfatto",-0.144,8.37,1.141,0.416,4,32,2.503,0.312,-0.506,26,1,-0.55,4.353,0.974,5.688,-0.784,3.778
"acre","tatto",-0.784,0.105,0.875,3.59,"olfatto",-0.144,8.37,1.141,0.416,4,32,2.503,0.312,-0.506,26,1,-0.55,4.353,0.974,5.688,-0.784,3.778
"acre","udito",-0.743,0.179,0.875,3.59,"olfatto",-0.144,8.37,1.141,0.416,4,32,2.503,0.312,-0.506,26,1,-0.55,4.353,0.974,5.688,-0.784,3.778
"acre","vista",-0.258,1.162,0.875,3.59,"olfatto",-0.144,8.37,1.141,0.416,4,32,2.503,0.312,-0.506,26,1,-0.55,4.353,0.974,5.688,-0.784,3.778
"acuto","gusto",-0.236,1.231,1.069,3.949,"udito",1.911,12.615,1.522,0.215,5,288,3.391,2.462,0.391,18,1,0.608,6.105,-0.071,4.176,0.238,5.579
"acuto","olfatto",-0.117,1.487,1.069,3.949,"udito",1.911,12.615,1.522,0.215,5,288,3.391,2.462,0.391,18,1,0.608,6.105,-0.071,4.176,0.238,5.579
"acuto","tatto",0.462,2.692,1.069,3.949,"udito",1.911,12.615,1.522,0.215,5,288,3.391,2.462,0.391,18,1,0.608,6.105,-0.071,4.176,0.238,5.579
"acuto","udito",1.069,3.949,1.069,3.949,"udito",1.911,12.615,1.522,0.215,5,288,3.391,2.462,0.391,18,1,0.608,6.105,-0.071,4.176,0.238,5.579
"acuto","vista",0.734,3.256,1.069,3.949,"udito",1.911,12.615,1.522,0.215,5,288,3.391,2.462,0.391,18,1,0.608,6.105,-0.071,4.176,0.238,5.579
"aderente","gusto",-0.885,0.062,1.2,4.5,"vista",-0.155,9.39,0.93,0.473,8,81,2.839,0.686,-0.164,2,1.9,0.603,6.471,0.303,4.722,0.597,6.278
"aderente","olfatto",-0.881,0.062,1.2,4.5,"vista",-0.155,9.39,0.93,0.473,8,81,2.839,0.686,-0.164,2,1.9,0.603,6.471,0.303,4.722,0.597,6.278
"aderente","tatto",1.098,4.281,1.2,4.5,"vista",-0.155,9.39,0.93,0.473,8,81,2.839,0.686,-0.164,2,1.9,0.603,6.471,0.303,4.722,0.597,6.278
"aderente","udito",-0.687,0.484,1.2,4.5,"vista",-0.155,9.39,0.93,0.473,8,81,2.839,0.686,-0.164,2,1.9,0.603,6.471,0.303,4.722,0.597,6.278
"aderente","vista",1.2,4.5,1.2,4.5,"vista",-0.155,9.39,0.93,0.473,8,81,2.839,0.686,-0.164,2,1.9,0.603,6.471,0.303,4.722,0.597,6.278
"adesivo","gusto",-0.719,0.375,1.377,4.75,"tatto",0.371,10.175,1.218,0.43,7,447,3.638,4.356,0.639,3,1.8,0.559,6,-0.816,3.176,0.402,5.895
"adesivo","olfatto",-0.693,0.425,1.377,4.75,"tatto",0.371,10.175,1.218,0.43,7,447,3.638,4.356,0.639,3,1.8,0.559,6,-0.816,3.176,0.402,5.895
"adesivo","tatto",1.377,4.75,1.377,4.75,"tatto",0.371,10.175,1.218,0.43,7,447,3.638,4.356,0.639,3,1.8,0.559,6,-0.816,3.176,0.402,5.895
"adesivo","udito",-0.363,1.1,1.377,4.75,"tatto",0.371,10.175,1.218,0.43,7,447,3.638,4.356,0.639,3,1.8,0.559,6,-0.816,3.176,0.402,5.895
"adesivo","vista",0.77,3.525,1.377,4.75,"tatto",0.371,10.175,1.218,0.43,7,447,3.638,4.356,0.639,3,1.8,0.559,6,-0.816,3.176,0.402,5.895
"affascinante","gusto",-0.524,0.676,1.369,4.676,"vista",0.792,10.622,1.395,0.377,12,2300,4.357,22.854,1.359,6,1.35,0.841,6.882,0.13,4.5,0.521,6.167
"affascinante","olfatto",-0.281,1.189,1.369,4.676,"vista",0.792,10.622,1.395,0.377,12,2300,4.357,22.854,1.359,6,1.35,0.841,6.882,0.13,4.5,0.521,6.167
"affascinante","tatto",-0.197,1.378,1.369,4.676,"vista",0.792,10.622,1.395,0.377,12,2300,4.357,22.854,1.359,6,1.35,0.841,6.882,0.13,4.5,0.521,6.167
"affascinante","udito",0.425,2.703,1.369,4.676,"vista",0.792,10.622,1.395,0.377,12,2300,4.357,22.854,1.359,6,1.35,0.841,6.882,0.13,4.5,0.521,6.167
"affascinante","vista",1.369,4.676,1.369,4.676,"vista",0.792,10.622,1.395,0.377,12,2300,4.357,22.854,1.359,6,1.35,0.841,6.882,0.13,4.5,0.521,6.167
"affievolito","gusto",-0.37,1.027,0.721,3.351,"udito",0.47,10.066,1.475,0.231,11,10,1.931,0.078,-1.108,2,2.95,-0.447,4.167,0.794,5.737,-0.777,3.526
"affievolito","olfatto",-0.181,1.444,0.721,3.351,"udito",0.47,10.066,1.475,0.231,11,10,1.931,0.078,-1.108,2,2.95,-0.447,4.167,0.794,5.737,-0.777,3.526
"affievolito","tatto",-0.37,1.027,0.721,3.351,"udito",0.47,10.066,1.475,0.231,11,10,1.931,0.078,-1.108,2,2.95,-0.447,4.167,0.794,5.737,-0.777,3.526
"affievolito","udito",0.721,3.351,0.721,3.351,"udito",0.47,10.066,1.475,0.231,11,10,1.931,0.078,-1.108,2,2.95,-0.447,4.167,0.794,5.737,-0.777,3.526
"affievolito","vista",0.669,3.216,0.721,3.351,"udito",0.47,10.066,1.475,0.231,11,10,1.931,0.078,-1.108,2,2.95,-0.447,4.167,0.794,5.737,-0.777,3.526
"affilato","gusto",-0.634,0.41,1.389,4.641,"tatto",0.959,10.692,1.132,0.427,8,207,3.274,1.878,0.274,10,1.4,0.34,5.389,-0.012,4.6,0.705,6.263
"affilato","olfatto",-0.794,0.077,1.389,4.641,"tatto",0.959,10.692,1.132,0.427,8,207,3.274,1.878,0.274,10,1.4,0.34,5.389,-0.012,4.6,0.705,6.263
"affilato","tatto",1.389,4.641,1.389,4.641,"tatto",0.959,10.692,1.132,0.427,8,207,3.274,1.878,0.274,10,1.4,0.34,5.389,-0.012,4.6,0.705,6.263
"affilato","udito",-0.271,1.179,1.389,4.641,"tatto",0.959,10.692,1.132,0.427,8,207,3.274,1.878,0.274,10,1.4,0.34,5.389,-0.012,4.6,0.705,6.263
"affilato","vista",1.269,4.385,1.389,4.641,"tatto",0.959,10.692,1.132,0.427,8,207,3.274,1.878,0.274,10,1.4,0.34,5.389,-0.012,4.6,0.705,6.263
"affollato","gusto",-0.805,0.051,1.518,4.872,"vista",1.906,12.641,1.306,0.381,9,316,3.435,2.727,0.436,5,1.7,0.788,6.278,-0.351,4.1,0.606,6.105
"affollato","olfatto",0.042,1.846,1.518,4.872,"vista",1.906,12.641,1.306,0.381,9,316,3.435,2.727,0.436,5,1.7,0.788,6.278,-0.351,4.1,0.606,6.105
"affollato","tatto",-0.021,1.692,1.518,4.872,"vista",1.906,12.641,1.306,0.381,9,316,3.435,2.727,0.436,5,1.7,0.788,6.278,-0.351,4.1,0.606,6.105
"affollato","udito",1.173,4.179,1.518,4.872,"vista",1.906,12.641,1.306,0.381,9,316,3.435,2.727,0.436,5,1.7,0.788,6.278,-0.351,4.1,0.606,6.105
"affollato","vista",1.518,4.872,1.518,4.872,"vista",1.906,12.641,1.306,0.381,9,316,3.435,2.727,0.436,5,1.7,0.788,6.278,-0.351,4.1,0.606,6.105
"affumicato","gusto",1.347,4.765,1.347,4.765,"gusto",1.988,13.765,1.299,0.318,10,112,3.027,1.06,0.025,3,2.1,0.276,5.474,0.197,4.529,0.504,6.105
"affumicato","olfatto",1.331,4.735,1.347,4.765,"gusto",1.988,13.765,1.299,0.318,10,112,3.027,1.06,0.025,3,2.1,0.276,5.474,0.197,4.529,0.504,6.105
"affumicato","tatto",-0.654,0.5,1.347,4.765,"gusto",1.988,13.765,1.299,0.318,10,112,3.027,1.06,0.025,3,2.1,0.276,5.474,0.197,4.529,0.504,6.105
"affumicato","udito",-0.725,0.382,1.347,4.765,"gusto",1.988,13.765,1.299,0.318,10,112,3.027,1.06,0.025,3,2.1,0.276,5.474,0.197,4.529,0.504,6.105
"affumicato","vista",0.689,3.382,1.347,4.765,"gusto",1.988,13.765,1.299,0.318,10,112,3.027,1.06,0.025,3,2.1,0.276,5.474,0.197,4.529,0.504,6.105
"affusolato","gusto",-0.894,0.029,1.328,4.735,"vista",0.032,9.647,0.898,0.488,10,10,1.931,0.078,-1.108,3,2.65,-0.122,4.737,0.898,5.471,-0.065,5.211
"affusolato","olfatto",-0.873,0.059,1.328,4.735,"vista",0.032,9.647,0.898,0.488,10,10,1.931,0.078,-1.108,3,2.65,-0.122,4.737,0.898,5.471,-0.065,5.211
"affusolato","tatto",1.16,4.382,1.328,4.735,"vista",0.032,9.647,0.898,0.488,10,10,1.931,0.078,-1.108,3,2.65,-0.122,4.737,0.898,5.471,-0.065,5.211
"affusolato","udito",-0.689,0.441,1.328,4.735,"vista",0.032,9.647,0.898,0.488,10,10,1.931,0.078,-1.108,3,2.65,-0.122,4.737,0.898,5.471,-0.065,5.211
"affusolato","vista",1.328,4.735,1.328,4.735,"vista",0.032,9.647,0.898,0.488,10,10,1.931,0.078,-1.108,3,2.65,-0.122,4.737,0.898,5.471,-0.065,5.211
"afoso","gusto",-0.865,0.091,0.291,2.576,"vista",-1.242,7.017,1.293,0.354,5,21,2.252,0.171,-0.766,3,1.85,0.445,6.118,0.036,4.353,0.423,5.944
"afoso","olfatto",-0.298,1.273,0.291,2.576,"vista",-1.242,7.017,1.293,0.354,5,21,2.252,0.171,-0.766,3,1.85,0.445,6.118,0.036,4.353,0.423,5.944
"afoso","tatto",0.287,2.562,0.291,2.576,"vista",-1.242,7.017,1.293,0.354,5,21,2.252,0.171,-0.766,3,1.85,0.445,6.118,0.036,4.353,0.423,5.944
"afoso","udito",-0.657,0.515,0.291,2.576,"vista",-1.242,7.017,1.293,0.354,5,21,2.252,0.171,-0.766,3,1.85,0.445,6.118,0.036,4.353,0.423,5.944
"afoso","vista",0.291,2.576,0.291,2.576,"vista",-1.242,7.017,1.293,0.354,5,21,2.252,0.171,-0.766,3,1.85,0.445,6.118,0.036,4.353,0.423,5.944
"agro","gusto",1.154,4.367,1.154,4.367,"gusto",-0.3,8.967,1.197,0.472,4,7,1.89,0.07,-1.154,21,1,-0.957,3.647,0.731,5.312,-1.477,2.667
"agro","olfatto",0.376,2.733,1.154,4.367,"gusto",-0.3,8.967,1.197,0.472,4,7,1.89,0.07,-1.154,21,1,-0.957,3.647,0.731,5.312,-1.477,2.667
"agro","tatto",-0.717,0.4,1.154,4.367,"gusto",-0.3,8.967,1.197,0.472,4,7,1.89,0.07,-1.154,21,1,-0.957,3.647,0.731,5.312,-1.477,2.667
"agro","udito",-0.838,0.133,1.154,4.367,"gusto",-0.3,8.967,1.197,0.472,4,7,1.89,0.07,-1.154,21,1,-0.957,3.647,0.731,5.312,-1.477,2.667
"agro","vista",-0.274,1.333,1.154,4.367,"gusto",-0.3,8.967,1.197,0.472,4,7,1.89,0.07,-1.154,21,1,-0.957,3.647,0.731,5.312,-1.477,2.667
"alcolico","gusto",1.479,4.95,1.479,4.95,"gusto",1.285,12.05,1.213,0.392,8,155,3.145,1.395,0.144,3,1.8,0.868,6.579,0.385,4.765,0.655,6.474
"alcolico","olfatto",1.168,4.325,1.479,4.95,"gusto",1.285,12.05,1.213,0.392,8,155,3.145,1.395,0.144,3,1.8,0.868,6.579,0.385,4.765,0.655,6.474
"alcolico","tatto",-0.785,0.225,1.479,4.95,"gusto",1.285,12.05,1.213,0.392,8,155,3.145,1.395,0.144,3,1.8,0.868,6.579,0.385,4.765,0.655,6.474
"alcolico","udito",-0.749,0.3,1.479,4.95,"gusto",1.285,12.05,1.213,0.392,8,155,3.145,1.395,0.144,3,1.8,0.868,6.579,0.385,4.765,0.655,6.474
"alcolico","vista",0.171,2.25,1.479,4.95,"gusto",1.285,12.05,1.213,0.392,8,155,3.145,1.395,0.144,3,1.8,0.868,6.579,0.385,4.765,0.655,6.474
"allineato","gusto",-0.882,0.062,1.275,4.656,"vista",-0.268,9.125,0.927,0.507,9,41,2.543,0.343,-0.465,5,1.75,0.168,5.111,0.193,4.9,0.276,5.474
"allineato","olfatto",-0.897,0.031,1.275,4.656,"vista",-0.268,9.125,0.927,0.507,9,41,2.543,0.343,-0.465,5,1.75,0.168,5.111,0.193,4.9,0.276,5.474
"allineato","tatto",0.894,3.844,1.275,4.656,"vista",-0.268,9.125,0.927,0.507,9,41,2.543,0.343,-0.465,5,1.75,0.168,5.111,0.193,4.9,0.276,5.474
"allineato","udito",-0.658,0.531,1.275,4.656,"vista",-0.268,9.125,0.927,0.507,9,41,2.543,0.343,-0.465,5,1.75,0.168,5.111,0.193,4.9,0.276,5.474
"allineato","vista",1.275,4.656,1.275,4.656,"vista",-0.268,9.125,0.927,0.507,9,41,2.543,0.343,-0.465,5,1.75,0.168,5.111,0.193,4.9,0.276,5.474
"allungato","gusto",-0.497,0.757,1.452,4.838,"vista",0.711,10.432,1.169,0.451,9,134,3.048,1.114,0.047,5,1.75,0.463,5.789,-0.417,3.706,0.288,5.684
"allungato","olfatto",-0.781,0.135,1.452,4.838,"vista",0.711,10.432,1.169,0.451,9,134,3.048,1.114,0.047,5,1.75,0.463,5.789,-0.417,3.706,0.288,5.684
"allungato","tatto",0.99,3.892,1.452,4.838,"vista",0.711,10.432,1.169,0.451,9,134,3.048,1.114,0.047,5,1.75,0.463,5.789,-0.417,3.706,0.288,5.684
"allungato","udito",-0.454,0.811,1.452,4.838,"vista",0.711,10.432,1.169,0.451,9,134,3.048,1.114,0.047,5,1.75,0.463,5.789,-0.417,3.706,0.288,5.684
"allungato","vista",1.452,4.838,1.452,4.838,"vista",0.711,10.432,1.169,0.451,9,134,3.048,1.114,0.047,5,1.75,0.463,5.789,-0.417,3.706,0.288,5.684
"altissimo","gusto",-0.788,0.108,1.519,4.973,"vista",-0.1,8.73,1.105,0.557,9,173,3.189,1.543,0.188,4,1.8,0.967,6.611,-1.242,2.8,0.964,6.737
"altissimo","olfatto",-0.734,0.243,1.519,4.973,"vista",-0.1,8.73,1.105,0.557,9,173,3.189,1.543,0.188,4,1.8,0.967,6.611,-1.242,2.8,0.964,6.737
"altissimo","tatto",0.092,2.027,1.519,4.973,"vista",-0.1,8.73,1.105,0.557,9,173,3.189,1.543,0.188,4,1.8,0.967,6.611,-1.242,2.8,0.964,6.737
"altissimo","udito",-0.189,1.378,1.519,4.973,"vista",-0.1,8.73,1.105,0.557,9,173,3.189,1.543,0.188,4,1.8,0.967,6.611,-1.242,2.8,0.964,6.737
"altissimo","vista",1.519,4.973,1.519,4.973,"vista",-0.1,8.73,1.105,0.557,9,173,3.189,1.543,0.188,4,1.8,0.967,6.611,-1.242,2.8,0.964,6.737
"alto","gusto",-0.792,0.108,1.521,4.973,"vista",0.259,9.489,1.106,0.513,4,7128,4.975,94.718,1.976,35,1,1.107,6.889,-1.668,2.25,1.055,6.895
"alto","olfatto",-0.753,0.194,1.521,4.973,"vista",0.259,9.489,1.106,0.513,4,7128,4.975,94.718,1.976,35,1,1.107,6.889,-1.668,2.25,1.055,6.895
"alto","tatto",0.503,2.889,1.521,4.973,"vista",0.259,9.489,1.106,0.513,4,7128,4.975,94.718,1.976,35,1,1.107,6.889,-1.668,2.25,1.055,6.895
"alto","udito",-0.22,1.324,1.521,4.973,"vista",0.259,9.489,1.106,0.513,4,7128,4.975,94.718,1.976,35,1,1.107,6.889,-1.668,2.25,1.055,6.895
"alto","vista",1.521,4.973,1.521,4.973,"vista",0.259,9.489,1.106,0.513,4,7128,4.975,94.718,1.976,35,1,1.107,6.889,-1.668,2.25,1.055,6.895
"amaranto","gusto",-0.684,0.297,1.459,4.757,"vista",-1.574,5.297,0.431,0.898,8,8,2.004,0.094,-1.029,0,2,-0.541,4.412,0.786,5.467,-0.86,3.778
"amaranto","olfatto",-0.762,0.135,1.459,4.757,"vista",-1.574,5.297,0.431,0.898,8,8,2.004,0.094,-1.029,0,2,-0.541,4.412,0.786,5.467,-0.86,3.778
"amaranto","tatto",-0.773,0.108,1.459,4.757,"vista",-1.574,5.297,0.431,0.898,8,8,2.004,0.094,-1.029,0,2,-0.541,4.412,0.786,5.467,-0.86,3.778
"amaranto","udito",-0.814,0,1.459,4.757,"vista",-1.574,5.297,0.431,0.898,8,8,2.004,0.094,-1.029,0,2,-0.541,4.412,0.786,5.467,-0.86,3.778
"amaranto","vista",1.459,4.757,1.459,4.757,"vista",-1.574,5.297,0.431,0.898,8,8,2.004,0.094,-1.029,0,2,-0.541,4.412,0.786,5.467,-0.86,3.778
"amaro","gusto",1.466,4.865,1.466,4.865,"gusto",-0.138,8.622,1.119,0.542,5,271,3.466,2.93,0.467,17,1,0.715,6.647,-1.115,2.778,0.813,6.667
"amaro","olfatto",0.175,2.162,1.466,4.865,"gusto",-0.138,8.622,1.119,0.542,5,271,3.466,2.93,0.467,17,1,0.715,6.647,-1.115,2.778,0.813,6.667
"amaro","tatto",-0.735,0.216,1.466,4.865,"gusto",-0.138,8.622,1.119,0.542,5,271,3.466,2.93,0.467,17,1,0.715,6.647,-1.115,2.778,0.813,6.667
"amaro","udito",-0.761,0.189,1.466,4.865,"gusto",-0.138,8.622,1.119,0.542,5,271,3.466,2.93,0.467,17,1,0.715,6.647,-1.115,2.778,0.813,6.667
"amaro","vista",-0.283,1.189,1.466,4.865,"gusto",-0.138,8.622,1.119,0.542,5,271,3.466,2.93,0.467,17,1,0.715,6.647,-1.115,2.778,0.813,6.667
"ambrato","gusto",-0.685,0.333,1.497,4.944,"vista",-1.525,5.694,0.531,0.868,7,7,1.844,0.062,-1.205,4,1.8,-0.707,3.684,0.532,5,-0.406,4.474
"ambrato","olfatto",-0.749,0.194,1.497,4.944,"vista",-1.525,5.694,0.531,0.868,7,7,1.844,0.062,-1.205,4,1.8,-0.707,3.684,0.532,5,-0.406,4.474
"ambrato","tatto",-0.74,0.222,1.497,4.944,"vista",-1.525,5.694,0.531,0.868,7,7,1.844,0.062,-1.205,4,1.8,-0.707,3.684,0.532,5,-0.406,4.474
"ambrato","udito",-0.847,0,1.497,4.944,"vista",-1.525,5.694,0.531,0.868,7,7,1.844,0.062,-1.205,4,1.8,-0.707,3.684,0.532,5,-0.406,4.474
"ambrato","vista",1.497,4.944,1.497,4.944,"vista",-1.525,5.694,0.531,0.868,7,7,1.844,0.062,-1.205,4,1.8,-0.707,3.684,0.532,5,-0.406,4.474
"ammorbante","gusto",-0.586,0.528,0.241,2.333,"vista",-1.043,6.806,1.402,0.302,10,1,1.191,0.008,-2.108,0,2.7,-0.874,3.167,1.079,6.211,-1.357,2.556
"ammorbante","olfatto",0.034,1.861,0.241,2.333,"vista",-1.043,6.806,1.402,0.302,10,1,1.191,0.008,-2.108,0,2.7,-0.874,3.167,1.079,6.211,-1.357,2.556
"ammorbante","tatto",-0.712,0.278,0.241,2.333,"vista",-1.043,6.806,1.402,0.302,10,1,1.191,0.008,-2.108,0,2.7,-0.874,3.167,1.079,6.211,-1.357,2.556
"ammorbante","udito",-0.02,1.806,0.241,2.333,"vista",-1.043,6.806,1.402,0.302,10,1,1.191,0.008,-2.108,0,2.7,-0.874,3.167,1.079,6.211,-1.357,2.556
"ammorbante","vista",0.241,2.333,0.241,2.333,"vista",-1.043,6.806,1.402,0.302,10,1,1.191,0.008,-2.108,0,2.7,-0.874,3.167,1.079,6.211,-1.357,2.556
"ammuffito","gusto",0.697,3.205,1.27,4.385,"vista",2.287,13.393,1.366,0.315,9,56,2.709,0.506,-0.295,3,2.4,0.354,5.444,-0.027,4.6,0.435,5.789
"ammuffito","olfatto",1.191,4.179,1.27,4.385,"vista",2.287,13.393,1.366,0.315,9,56,2.709,0.506,-0.295,3,2.4,0.354,5.444,-0.027,4.6,0.435,5.789
"ammuffito","tatto",-0.136,1.462,1.27,4.385,"vista",2.287,13.393,1.366,0.315,9,56,2.709,0.506,-0.295,3,2.4,0.354,5.444,-0.027,4.6,0.435,5.789
